case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen
bagus tahan lama trus waterproof bakal beli lagi sih kalo habis ahahhaa,bagus tahan lama trus waterproof bakal beli lagi sih kalo habis ahahhaa,bagus tahan lama terus waterproof bakal beli lagi sih kalo habis ahahhaa,"['bagus', 'tahan', 'lama', 'terus', 'waterproof', 'bakal', 'beli', 'lagi', 'sih', 'kalo', 'habis', 'ahahhaa']","['bagus', 'tahan', 'waterproof', 'beli', 'habis', 'ahahhaa']","['bagus', 'tahan', 'waterproof', 'beli', 'habis', 'ahahhaa']",bagus tahan waterproof beli habis ahahhaa,"{'classified_text': 'bagus [4] tahan waterproof beli habis ahahhaa', 'tweet_text': ' bagus tahan waterproof beli habis ahahhaa', 'sentence_score': ['bagus [4] tahan waterproof beli habis ahahhaa'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"pengirimannya cepat euyy, top bangetttttt",pengirimannya cepat euyy top bangetttttt,pengirimannya cepat euyy top banget,"['pengirimannya', 'cepat', 'euyy', 'top', 'banget']","['pengirimannya', 'cepat', 'euyy', 'top', 'banget']","['kirim', 'cepat', 'euyy', 'top', 'banget']",kirim cepat euyy top banget,"{'classified_text': 'kirim cepat [4] euyy top [5] banget', 'tweet_text': ' kirim cepat euyy top banget', 'sentence_score': ['kirim cepat [4] euyy top [5] banget'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
"alhamdulillah cepat prosesnya, br mau coba produknya mudah2an cck bt wajah aq yg lagi bruntusan, makasi seller dapet bonus cermin luccu.. tipe kulitku kombinasi",alhamdulillah cepat prosesnya br mau coba produknya mudahan cck bt wajah aq yg lagi bruntusan makasi seller dapet bonus cermin luccu tipe kulitku kombinasi,alhamdulillah cepat prosesnya baru mau coba produknya mudahan cck buat wajah aku yang lagi bruntusan terima kasih seller dapat bonus cermin lucu tipe kulitku kombinasi,"['alhamdulillah', 'cepat', 'prosesnya', 'baru', 'mau', 'coba', 'produknya', 'mudahan', 'cck', 'buat', 'wajah', 'aku', 'yang', 'lagi', 'bruntusan', 'terima', 'kasih', 'seller', 'dapat', 'bonus', 'cermin', 'lucu', 'tipe', 'kulitku', 'kombinasi']","['cepat', 'prosesnya', 'coba', 'produknya', 'mudahan', 'cck', 'bruntusan', 'terima', 'kasih', 'seller', 'bonus', 'cermin', 'lucu', 'tipe', 'kulitku', 'kombinasi']","['cepat', 'proses', 'coba', 'produk', 'mudah', 'cck', 'bruntusan', 'terima', 'kasih', 'seller', 'bonus', 'cermin', 'lucu', 'tipe', 'kulit', 'kombinasi']",cepat proses coba produk mudah cck bruntusan terima kasih seller bonus cermin lucu tipe kulit kombinasi,"{'classified_text': 'cepat [4] proses coba produk mudah [3] cck bruntusan terima kasih [4] seller bonus [3] cermin lucu [4] tipe kulit kombinasi', 'tweet_text': ' cepat proses coba produk mudah cck bruntusan terima kasih seller bonus cermin lucu tipe kulit kombinasi', 'sentence_score': ['cepat [4] proses coba produk mudah [3] cck bruntusan terima kasih [4] seller bonus [3] cermin lucu [4] tipe kulit kombinasi'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"hurayyy, sudah ada fitur ambil di tempat jadi ngga perlu ribet ribet lagi buat ganti alamat ke raja ampat🎉🥳",hurayyy sudah ada fitur ambil di tempat jadi ngga perlu ribet ribet lagi buat ganti alamat ke raja ampat,hore sudah ada fitur ambil di tempat jadi enggak perlu ribet ribet lagi buat ganti alamat ke raja ampat,"['hore', 'sudah', 'ada', 'fitur', 'ambil', 'di', 'tempat', 'jadi', 'enggak', 'perlu', 'ribet', 'ribet', 'lagi', 'buat', 'ganti', 'alamat', 'ke', 'raja', 'ampat']","['hore', 'fitur', 'ambil', 'ribet', 'ribet', 'ganti', 'alamat', 'raja', 'ampat']","['hore', 'fitur', 'ambil', 'ribet', 'ribet', 'ganti', 'alamat', 'raja', 'ampat']",hore fitur ambil ribet ribet ganti alamat raja ampat,"{'classified_text': 'hore [4] fitur ambil ribet ribet ganti alamat raja ampat', 'tweet_text': ' hore fitur ambil ribet ribet ganti alamat raja ampat', 'sentence_score': ['hore [4] fitur ambil ribet ribet ganti alamat raja ampat'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku kering under tone kulitku cool,tipe kulitku kering under tone kulitku cool,tipe kulitku kering under tone kulitku cool,"['tipe', 'kulitku', 'kering', 'under', 'tone', 'kulitku', 'cool']","['tipe', 'kulitku', 'kering', 'under', 'tone', 'kulitku', 'cool']","['tipe', 'kulit', 'kering', 'under', 'tone', 'kulit', 'cool']",tipe kulit kering under tone kulit cool,"{'classified_text': 'tipe kulit kering under tone kulit cool', 'tweet_text': ' tipe kulit kering under tone kulit cool', 'sentence_score': ['tipe kulit kering under tone kulit cool'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
pembeluan pertama....mudah2an sesuai dengan deskripsi,pembeluan pertama mudahan sesuai dengan deskripsi,pembelian pertama mudahan sesuai dengan deskripsi,"['pembelian', 'pertama', 'mudahan', 'sesuai', 'dengan', 'deskripsi']","['pembelian', 'mudahan', 'deskripsi']","['beli', 'mudah', 'deskripsi']",beli mudah deskripsi,"{'classified_text': 'beli mudah [3] deskripsi', 'tweet_text': ' beli mudah deskripsi', 'sentence_score': ['beli mudah [3] deskripsi'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
"beli ini krn sering bgt liat review beauty influencers, dan emg sebagus ituu! pagi pakai cushion nya dlu, siang nya touch up pake ini. purrrrfect! 
btw skin type aku combination, undertone nya cool",beli ini krn sering bgt liat review beauty influencers dan emg sebagus ituu pagi pakai cushion nya dlu siang nya touch up pake ini purrrrfect btw skin type aku combination undertone nya cool,beli ini karena sering banget lihat review beauty influencers dan memang sebagus itu pagi pakai cushion nya dulu siang nya touch up pakai ini purrrrfect btw skin type aku combination undertone nya cool,"['beli', 'ini', 'karena', 'sering', 'banget', 'lihat', 'review', 'beauty', 'influencers', 'dan', 'memang', 'sebagus', 'itu', 'pagi', 'pakai', 'cushion', 'nya', 'dulu', 'siang', 'nya', 'touch', 'up', 'pakai', 'ini', 'purrrrfect', 'btw', 'skin', 'type', 'aku', 'combination', 'undertone', 'nya', 'cool']","['beli', 'banget', 'review', 'beauty', 'influencers', 'sebagus', 'pakai', 'cushion', 'siang', 'touch', 'up', 'pakai', 'purrrrfect', 'skin', 'type', 'combination', 'undertone', 'cool']","['beli', 'banget', 'review', 'beauty', 'influencers', 'bagus', 'pakai', 'cushion', 'siang', 'touch', 'up', 'pakai', 'purrrrfect', 'skin', 'type', 'combination', 'undertone', 'cool']",beli banget review beauty influencers bagus pakai cushion siang touch up pakai purrrrfect skin type combination undertone cool,"{'classified_text': 'beli banget review beauty influencers bagus [4] pakai cushion siang touch up pakai purfect [2] skin type combination undertone cool', 'tweet_text': ' beli banget review beauty influencers bagus pakai cushion siang touch up pakai purfect skin type combination undertone cool', 'sentence_score': ['beli banget review beauty influencers bagus [4] pakai cushion siang touch up pakai purfect [2] skin type combination undertone cool'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
tipe kulitku kombinasi masalah kulitku pori besar. first try ini semoga cocok 😄. packing nya aman kotaknya besar padahal isinya satu serum aja,tipe kulitku kombinasi masalah kulitku pori besar first try ini semoga cocok packing nya aman kotaknya besar padahal isinya satu serum aja,tipe kulitku kombinasi masalah kulitku pori besar first try ini semoga cocok packing nya aman kotaknya besar padahal isinya satu serum saja,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar', 'first', 'try', 'ini', 'semoga', 'cocok', 'packing', 'nya', 'aman', 'kotaknya', 'besar', 'padahal', 'isinya', 'satu', 'serum', 'saja']","['tipe', 'kulitku', 'kombinasi', 'kulitku', 'pori', 'first', 'try', 'semoga', 'cocok', 'packing', 'aman', 'kotaknya', 'isinya', 'serum']","['tipe', 'kulit', 'kombinasi', 'kulit', 'pori', 'first', 'try', 'moga', 'cocok', 'packing', 'aman', 'kotak', 'isi', 'serum']",tipe kulit kombinasi kulit pori first try moga cocok packing aman kotak isi serum,"{'classified_text': 'tipe kulit kombinasi kulit pori first try moga cocok [3] packing aman [4] kotak isi serum', 'tweet_text': ' tipe kulit kombinasi kulit pori first try moga cocok packing aman kotak isi serum', 'sentence_score': ['tipe kulit kombinasi kulit pori first try moga cocok [3] packing aman [4] kotak isi serum'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
matt tp gak kering. smooth bgt.,matt tp gak kering smooth bgt,matt tapi enggak kering smooth banget,"['matt', 'tapi', 'enggak', 'kering', 'smooth', 'banget']","['matt', 'kering', 'smooth', 'banget']","['matt', 'kering', 'smooth', 'banget']",matt kering smooth banget,"{'classified_text': 'matt kering smooth banget', 'tweet_text': ' matt kering smooth banget', 'sentence_score': ['matt kering smooth banget'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
ringan gampang diblend! cocok buat daily,ringan gampang diblend cocok buat daily,ringan gampang diblend cocok buat daily,"['ringan', 'gampang', 'diblend', 'cocok', 'buat', 'daily']","['ringan', 'gampang', 'diblend', 'cocok', 'daily']","['ringan', 'gampang', 'diblend', 'cocok', 'daily']",ringan gampang diblend cocok daily,"{'classified_text': 'ringan gampang diblend cocok [3] daily', 'tweet_text': ' ringan gampang diblend cocok daily', 'sentence_score': ['ringan gampang diblend cocok [3] daily'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
"alhamdulilah sampe dgn aman, baru sekali pake langsung terasa kenyal, meresap dgn sempurna.. moga cocok",alhamdulilah sampe dgn aman baru sekali pake langsung terasa kenyal meresap dgn sempurna moga cocok,alhamdulilah sampai dengan aman baru sekali pakai langsung terasa kenyal meresap dengan sempurna moga cocok,"['alhamdulilah', 'sampai', 'dengan', 'aman', 'baru', 'sekali', 'pakai', 'langsung', 'terasa', 'kenyal', 'meresap', 'dengan', 'sempurna', 'moga', 'cocok']","['alhamdulilah', 'aman', 'pakai', 'kenyal', 'meresap', 'sempurna', 'cocok']","['alhamdulilah', 'aman', 'pakai', 'kenyal', 'resap', 'sempurna', 'cocok']",alhamdulilah aman pakai kenyal resap sempurna cocok,"{'classified_text': 'alhamdulilah aman [4] pakai kenyal resap sempurna [5] cocok [5]', 'tweet_text': ' alhamdulilah aman pakai kenyal resap sempurna cocok', 'sentence_score': ['alhamdulilah aman [4] pakai kenyal resap sempurna [5] cocok [5]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
bagus bgt!!!!,bagus bgt,bagus banget,"['bagus', 'banget']","['bagus', 'banget']","['bagus', 'banget']",bagus banget,"{'classified_text': 'bagus [5] banget', 'tweet_text': ' bagus banget', 'sentence_score': ['bagus [5] banget'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}"
bagus banget untuk bersihin muka apalagi kalau habis pakai make-up yang super tebal. pakai ini muka berasa bersih banget dan setelahnya terasa halus dan glowing. warna kemasannya juga lucu banget. thanks seller,bagus banget untuk bersihin muka apalagi kalau habis pakai make up yang super tebal pakai ini muka berasa bersih banget dan setelahnya terasa halus dan glowing warna kemasannya juga lucu banget thanks seller,bagus banget untuk bersihin muka apalagi kalau habis pakai memakai up yang super tebal pakai ini muka berasa bersih banget dan setelahnya terasa halus dan glowing warna kemasannya juga lucu banget thanks seller,"['bagus', 'banget', 'untuk', 'bersihin', 'muka', 'apalagi', 'kalau', 'habis', 'pakai', 'memakai', 'up', 'yang', 'super', 'tebal', 'pakai', 'ini', 'muka', 'berasa', 'bersih', 'banget', 'dan', 'setelahnya', 'terasa', 'halus', 'dan', 'glowing', 'warna', 'kemasannya', 'juga', 'lucu', 'banget', 'thanks', 'seller']","['bagus', 'banget', 'bersihin', 'muka', 'habis', 'pakai', 'memakai', 'up', 'super', 'tebal', 'pakai', 'muka', 'berasa', 'bersih', 'banget', 'setelahnya', 'halus', 'glowing', 'warna', 'kemasannya', 'lucu', 'banget', 'thanks', 'seller']","['bagus', 'banget', 'bersihin', 'muka', 'habis', 'pakai', 'pakai', 'up', 'super', 'tebal', 'pakai', 'muka', 'asa', 'bersih', 'banget', 'telah', 'halus', 'glowing', 'warna', 'kemas', 'lucu', 'banget', 'thanks', 'seller']",bagus banget bersihin muka habis pakai pakai up super tebal pakai muka asa bersih banget telah halus glowing warna kemas lucu banget thanks seller,"{'classified_text': 'bagus [5] banget bersihin muka habis pakai pakai up super [4] tebal pakai muka asa bersih [6] banget telah halus [3] glowing warna kemas lucu [5] banget thanks seller', 'tweet_text': ' bagus banget bersihin muka habis pakai pakai up super tebal pakai muka asa bersih banget telah halus glowing warna kemas lucu banget thanks seller', 'sentence_score': ['bagus [5] banget bersihin muka habis pakai pakai up super [4] tebal pakai muka asa bersih [6] banget telah halus [3] glowing warna kemas lucu [5] banget thanks seller'], 'max_positive': 6, 'max_negative': -1, 'kelas': 'positif'}"
"barang sampai dengan aman. cuma di aku agak ke abu2an dikit, tp masih bisa ditoleransi. thx ya",barang sampai dengan aman cuma di aku agak ke abuan dikit tp masih bisa ditoleransi thx ya,barang sampai dengan aman cuma di aku agak ke abuan dikit tapi masih bisa ditoleransi thanks ya,"['barang', 'sampai', 'dengan', 'aman', 'cuma', 'di', 'aku', 'agak', 'ke', 'abuan', 'dikit', 'tapi', 'masih', 'bisa', 'ditoleransi', 'thanks', 'ya']","['aman', 'abuan', 'dikit', 'ditoleransi', 'thanks']","['aman', 'abuan', 'dikit', 'toleransi', 'thanks']",aman abuan dikit toleransi thanks,"{'classified_text': 'aman [4] abuan dikit toleransi [4] thanks', 'tweet_text': ' aman abuan dikit toleransi thanks', 'sentence_score': ['aman [4] abuan dikit toleransi [4] thanks'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"ga cocok, di wajahku jadi bruntusan+jerawat bermunculan.",ga cocok di wajahku jadi bruntusan jerawat bermunculan,enggak cocok di wajahku jadi bruntusan jerawat bermunculan,"['enggak', 'cocok', 'di', 'wajahku', 'jadi', 'bruntusan', 'jerawat', 'bermunculan']","['cocok', 'wajahku', 'bruntusan', 'jerawat', 'bermunculan']","['cocok', 'wajah', 'bruntusan', 'jerawat', 'muncul']",cocok wajah bruntusan jerawat muncul,"{'classified_text': 'cocok [3] wajah bruntusan jerawat muncul', 'tweet_text': ' cocok wajah bruntusan jerawat muncul', 'sentence_score': ['cocok [3] wajah bruntusan jerawat muncul'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}"
di wajahku bikin timbul bruntusan,di wajahku bikin timbul bruntusan,di wajahku bikin timbul bruntusan,"['di', 'wajahku', 'bikin', 'timbul', 'bruntusan']","['wajahku', 'timbul', 'bruntusan']","['wajah', 'timbul', 'bruntusan']",wajah timbul bruntusan,"{'classified_text': 'wajah timbul bruntusan', 'tweet_text': ' wajah timbul bruntusan', 'sentence_score': ['wajah timbul bruntusan'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}"
"packing rapih, smoga cocok.. .kurir blàçk list",packing rapih smoga cocok kurir bl list,packing rapi semoga cocok kurir bl list,"['packing', 'rapi', 'semoga', 'cocok', 'kurir', 'bl', 'list']","['packing', 'rapi', 'semoga', 'cocok', 'kurir', 'bl', 'list']","['packing', 'rapi', 'moga', 'cocok', 'kurir', 'bl', 'list']",packing rapi moga cocok kurir bl list,"{'classified_text': 'packing rapi [4] moga cocok [3] kurir bl list', 'tweet_text': ' packing rapi moga cocok kurir bl list', 'sentence_score': ['packing rapi [4] moga cocok [3] kurir bl list'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}"
"praktis cocok untuk satu keluarga, nyaman buat yg muda dan yg tua",praktis cocok untuk satu keluarga nyaman buat yg muda dan yg tua,praktis cocok untuk satu keluarga nyaman buat yang muda dan yang tua,"['praktis', 'cocok', 'untuk', 'satu', 'keluarga', 'nyaman', 'buat', 'yang', 'muda', 'dan', 'yang', 'tua']","['praktis', 'cocok', 'keluarga', 'nyaman', 'muda', 'tua']","['praktis', 'cocok', 'keluarga', 'nyaman', 'muda', 'tua']",praktis cocok keluarga nyaman muda tua,"{'classified_text': 'praktis cocok [3] keluarga nyaman [4] muda [5] tua [-4]', 'tweet_text': ' praktis cocok keluarga nyaman muda tua', 'sentence_score': ['praktis cocok [3] keluarga nyaman [4] muda [5] tua [-4]'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}"
"ini pembelian ketiga (klo ga salah). overall utk kasiatnya lmyn ok (not impressive, but ok). menghidrasi undereye dgn baik. yg disayangkan.. kualitas kemasan kurang bagus. saya ga merasa simpan sembarangan tp bagian tutupan pecah dgn sendirinya. pertama kali beli kirain saya yg ceroboh mgkn sempet ngejatohin, tp setelah setiap pembelian selalu pecah/retak.. kayaknya memang kualitas plastiknya yg kurang bagus. 
semoga bisa diperbaiki menjadi lbh kuat.",ini pembelian ketiga klo ga salah overall utk kasiatnya lmyn ok not impressive but ok menghidrasi undereye dgn baik yg disayangkan kualitas kemasan kurang bagus saya ga merasa simpan sembarangan tp bagian tutupan pecah dgn sendirinya pertama kali beli kirain saya yg ceroboh mgkn sempet ngejatohin tp setelah setiap pembelian selalu pecah retak kayaknya memang kualitas plastiknya yg kurang bagus semoga bisa diperbaiki menjadi lbh kuat,ini pembelian ketiga kalo enggak salah overall untuk khasiatnya lumayan ok not impressive but ok menghidrasi undereye dengan baik yang disayangkan kualitas kemasan kurang bagus saya enggak merasa simpan sembarangan tapi bagian tutupan pecah dengan sendirinya pertama kali beli mengira saya yang ceroboh mungkin sempat ngejatohin tapi setelah setiap pembelian selalu pecah retak kayaknya memang kualitas plastiknya yang kurang bagus semoga bisa diperbaiki menjadi lebih kuat,"['ini', 'pembelian', 'ketiga', 'kalo', 'enggak', 'salah', 'overall', 'untuk', 'khasiatnya', 'lumayan', 'ok', 'not', 'impressive', 'but', 'ok', 'menghidrasi', 'undereye', 'dengan', 'baik', 'yang', 'disayangkan', 'kualitas', 'kemasan', 'kurang', 'bagus', 'saya', 'enggak', 'merasa', 'simpan', 'sembarangan', 'tapi', 'bagian', 'tutupan', 'pecah', 'dengan', 'sendirinya', 'pertama', 'kali', 'beli', 'mengira', 'saya', 'yang', 'ceroboh', 'mungkin', 'sempat', 'ngejatohin', 'tapi', 'setelah', 'setiap', 'pembelian', 'selalu', 'pecah', 'retak', 'kayaknya', 'memang', 'kualitas', 'plastiknya', 'yang', 'kurang', 'bagus', 'semoga', 'bisa', 'diperbaiki', 'menjadi', 'lebih', 'kuat']","['pembelian', 'overall', 'khasiatnya', 'lumayan', 'not', 'impressive', 'menghidrasi', 'undereye', 'disayangkan', 'kualitas', 'kemasan', 'bagus', 'simpan', 'sembarangan', 'tutupan', 'pecah', 'beli', 'ceroboh', 'ngejatohin', 'pembelian', 'pecah', 'retak', 'kayaknya', 'kualitas', 'plastiknya', 'bagus', 'semoga', 'diperbaiki', 'kuat']","['beli', 'overall', 'khasiat', 'lumayan', 'not', 'impressive', 'hidrasi', 'undereye', 'sayang', 'kualitas', 'kemas', 'bagus', 'simpan', 'sembarang', 'tutup', 'pecah', 'beli', 'ceroboh', 'ngejatohin', 'beli', 'pecah', 'retak', 'kayak', 'kualitas', 'plastik', 'bagus', 'moga', 'baik', 'kuat']",beli overall khasiat lumayan not impressive hidrasi undereye sayang kualitas kemas bagus simpan sembarang tutup pecah beli ceroboh ngejatohin beli pecah retak kayak kualitas plastik bagus moga baik kuat,"{'classified_text': 'beli overall khasiat lumayan [2] not impressive hidrasi undereye sayang [4] kualitas kemas bagus [4] simpan [1] sembarang tutup pecah [-2] beli ceroboh [-4] ngejatohin beli pecah [-2] retak kayak kualitas plastik bagus [4] moga baik [4] kuat [5]', 'tweet_text': ' beli overall khasiat lumayan not impressive hidrasi undereye sayang kualitas kemas bagus simpan sembarang tutup pecah beli ceroboh ngejatohin beli pecah retak kayak kualitas plastik bagus moga baik kuat', 'sentence_score': ['beli overall khasiat lumayan [2] not impressive hidrasi undereye sayang [4] kualitas kemas bagus [4] simpan [1] sembarang tutup pecah [-2] beli ceroboh [-4] ngejatohin beli pecah [-2] retak kayak kualitas plastik bagus [4] moga baik [4] kuat [5]'], 'max_positive': 5, 'max_negative': -4, 'kelas': 'positif'}"
