case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
"pesan yang serum vitamin c malah dikirim retinol.
jadi sedikit kecewa",pesan yang serum vitamin malah dikirim retinol jadi sedikit kecewa,pesan yang serum vitamin malah dikirim retinol jadi sedikit kecewa,"['pesan', 'yang', 'serum', 'vitamin', 'malah', 'dikirim', 'retinol', 'jadi', 'sedikit', 'kecewa']","['pesan', 'serum', 'vitamin', 'dikirim', 'retinol', 'kecewa']","['pesan', 'serum', 'vitamin', 'kirim', 'retinol', 'kecewa']",pesan serum vitamin kirim retinol kecewa,"{'classified_text': 'pesan serum vitamin kirim retinol kecewa [-3]', 'tweet_text': ' pesan serum vitamin kirim retinol kecewa', 'sentence_score': ['pesan serum vitamin kirim retinol kecewa [-3]'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",pesan serum vitamin kirim retinol kecewa [-3], pesan serum vitamin kirim retinol kecewa,['pesan serum vitamin kirim retinol kecewa [-3]'],1,-3,negatif
"sukaa, baru sekali pake sihh blum bgitu kliatan hasilnya tpi semoga cocok",sukaa baru sekali pake sihh blum bgitu kliatan hasilnya tpi semoga cocok,suka baru sekali pakai sih belum begitu kelihatan hasilnya tapi semoga cocok,"['suka', 'baru', 'sekali', 'pakai', 'sih', 'belum', 'begitu', 'kelihatan', 'hasilnya', 'tapi', 'semoga', 'cocok']","['suka', 'pakai', 'hasilnya', 'semoga', 'cocok']","['suka', 'pakai', 'hasil', 'moga', 'cocok']",suka pakai hasil moga cocok,"{'classified_text': 'suka [4] pakai hasil moga cocok [3]', 'tweet_text': ' suka pakai hasil moga cocok', 'sentence_score': ['suka [4] pakai hasil moga cocok [3]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",suka [4] pakai hasil moga cocok [3], suka pakai hasil moga cocok,['suka [4] pakai hasil moga cocok [3]'],4,-1,positif
"barang tidak sesuai, gabisa klaim garansi karna memang ga menyiapkan video unboxing.
baru ini pesanan saya salah dan baru kali ini ngasih bintang 1 karna kecewa.
tolong lain kali lebih teliti.",barang tidak sesuai gabisa klaim garansi karna memang ga menyiapkan video unboxing baru ini pesanan saya salah dan baru kali ini ngasih bintang karna kecewa tolong lain kali lebih teliti,barang tidak sesuai enggak bisa klaim garansi karena memang enggak menyiapkan video unboxing baru ini pesanan saya salah dan baru kali ini mengasih bintang karena kecewa tolong lain kali lebih teliti,"['barang', 'tidak', 'sesuai', 'enggak', 'bisa', 'klaim', 'garansi', 'karena', 'memang', 'enggak', 'menyiapkan', 'video', 'unboxing', 'baru', 'ini', 'pesanan', 'saya', 'salah', 'dan', 'baru', 'kali', 'ini', 'mengasih', 'bintang', 'karena', 'kecewa', 'tolong', 'lain', 'kali', 'lebih', 'teliti']","['klaim', 'garansi', 'unboxing', 'pesanan', 'mengasih', 'bintang', 'kecewa', 'tolong', 'teliti']","['klaim', 'garansi', 'unboxing', 'pesan', 'asih', 'bintang', 'kecewa', 'tolong', 'teliti']",klaim garansi unboxing pesan asih bintang kecewa tolong teliti,"{'classified_text': 'klaim garansi unboxing pesan asih bintang kecewa [-3] tolong teliti', 'tweet_text': ' klaim garansi unboxing pesan asih bintang kecewa tolong teliti', 'sentence_score': ['klaim garansi unboxing pesan asih bintang kecewa [-3] tolong teliti'], 'max_positive': 1, 'max_negative': -3, 'kelas': 'negatif'}",klaim garansi unboxing pesan asih bintang kecewa [-3] tolong teliti, klaim garansi unboxing pesan asih bintang kecewa tolong teliti,['klaim garansi unboxing pesan asih bintang kecewa [-3] tolong teliti'],1,-3,negatif
"mantap barangnya bagus, selalu pakai moisturizer ini, murah sering dpt diskon, packing aman, pengiriman cepat, thankyouu seller!🙏👍👍",mantap barangnya bagus selalu pakai moisturizer ini murah sering dpt diskon packing aman pengiriman cepat thankyouu seller,mantap barangnya bagus selalu pakai moisturizer ini murah sering dapat diskon packing aman pengiriman cepat thankyouu seller,"['mantap', 'barangnya', 'bagus', 'selalu', 'pakai', 'moisturizer', 'ini', 'murah', 'sering', 'dapat', 'diskon', 'packing', 'aman', 'pengiriman', 'cepat', 'thankyouu', 'seller']","['mantap', 'barangnya', 'bagus', 'pakai', 'moisturizer', 'murah', 'diskon', 'packing', 'aman', 'pengiriman', 'cepat', 'thankyouu', 'seller']","['mantap', 'barang', 'bagus', 'pakai', 'moisturizer', 'murah', 'diskon', 'packing', 'aman', 'kirim', 'cepat', 'thankyouu', 'seller']",mantap barang bagus pakai moisturizer murah diskon packing aman kirim cepat thankyouu seller,"{'classified_text': 'mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller', 'tweet_text': ' mantap barang bagus pakai moisturizer murah diskon packing aman kirim cepat thankyouu seller', 'sentence_score': ['mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller, mantap barang bagus pakai moisturizer murah diskon packing aman kirim cepat thankyouu seller,['mantap [4] barang bagus [4] pakai moisturizer murah [2] diskon packing aman [4] kirim cepat [4] thankyouu seller'],4,-1,positif
tipe kulitku berminyak tipe kulitku kering masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku kering masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku kering masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'kulit', 'jerawat']",tipe kulit minyak tipe kulit kering kulit jerawat,"{'classified_text': 'tipe kulit minyak tipe kulit kering kulit jerawat', 'tweet_text': ' tipe kulit minyak tipe kulit kering kulit jerawat', 'sentence_score': ['tipe kulit minyak tipe kulit kering kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak tipe kulit kering kulit jerawat, tipe kulit minyak tipe kulit kering kulit jerawat,['tipe kulit minyak tipe kulit kering kulit jerawat'],1,-1,netral
"bagus bangeeettt🫶🏻 warnanya oke, stainnya mantul, gak bikin bibir kering. recommend pokonya, luuuvv💗",bagus bangeeettt warnanya oke stainnya mantul gak bikin bibir kering recommend pokonya luuuvv,bagus banget warnanya oke stainnya mantul enggak bikin bibir kering recommend pokoknya love,"['bagus', 'banget', 'warnanya', 'oke', 'stainnya', 'mantul', 'enggak', 'bikin', 'bibir', 'kering', 'recommend', 'pokoknya', 'love']","['bagus', 'banget', 'warnanya', 'oke', 'stainnya', 'mantul', 'bibir', 'kering', 'recommend', 'pokoknya', 'love']","['bagus', 'banget', 'warna', 'oke', 'stainnya', 'mantul', 'bibir', 'kering', 'recommend', 'pokok', 'love']",bagus banget warna oke stainnya mantul bibir kering recommend pokok love,"{'classified_text': 'bagus [5] banget warna oke [3] stainnya mantul bibir kering recommend pokok love', 'tweet_text': ' bagus banget warna oke stainnya mantul bibir kering recommend pokok love', 'sentence_score': ['bagus [5] banget warna oke [3] stainnya mantul bibir kering recommend pokok love'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",bagus [5] banget warna oke [3] stainnya mantul bibir kering recommend pokok love, bagus banget warna oke stainnya mantul bibir kering recommend pokok love,['bagus [5] banget warna oke [3] stainnya mantul bibir kering recommend pokok love'],5,-1,positif
favorit sunscreen,favorit sunscreen,favorit sunscreen,"['favorit', 'sunscreen']","['favorit', 'sunscreen']","['favorit', 'sunscreen']",favorit sunscreen,"{'classified_text': 'favorit sunscreen', 'tweet_text': ' favorit sunscreen', 'sentence_score': ['favorit sunscreen'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",favorit sunscreen, favorit sunscreen,['favorit sunscreen'],1,-1,netral
tipe kulitku berminyak tipe kulitku kering tipe kulitku normal masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal masalah kulitku jerawat,tipe kulitku berminyak tipe kulitku kering tipe kulitku normal masalah kulitku jerawat,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'normal', 'kulitku', 'jerawat']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering', 'tipe', 'kulit', 'normal', 'kulit', 'jerawat']",tipe kulit minyak tipe kulit kering tipe kulit normal kulit jerawat,"{'classified_text': 'tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat', 'tweet_text': ' tipe kulit minyak tipe kulit kering tipe kulit normal kulit jerawat', 'sentence_score': ['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat'], 'max_positive': 1, 'max_negative': -1, 'kelas': 'netral'}",tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat, tipe kulit minyak tipe kulit kering tipe kulit normal kulit jerawat,['tipe kulit minyak tipe kulit kering tipe kulit normal [-1] kulit jerawat'],1,-1,netral
tipe kulitku kering tipe kulitku berminyak tipe kulitku normal masalah kulitku kerutan masalah kulitku jerawat,tipe kulitku kering tipe kulitku berminyak tipe kulitku normal masalah kulitku kerutan masalah kulitku jerawat,tipe kulitku kering tipe kulitku berminyak tipe kulitku normal masalah kulitku kerutan masalah kulitku jerawat,"['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'jerawat']","['tipe', 'kulitku', 'kering', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'kulitku', 'kerutan', 'kulitku', 'jerawat']","['tipe', 'kulit', 'kering', 'tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'normal', 'kulit', 'kerut', 'kulit', 'jerawat']",tipe kulit kering tipe kulit minyak tipe kulit normal kulit kerut kulit jerawat,"{'classified_text': 'tipe kulit kering tipe kulit minyak tipe kulit normal [-1] kulit kerut [-2] kulit jerawat', 'tweet_text': ' tipe kulit kering tipe kulit minyak tipe kulit normal kulit kerut kulit jerawat', 'sentence_score': ['tipe kulit kering tipe kulit minyak tipe kulit normal [-1] kulit kerut [-2] kulit jerawat'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit kering tipe kulit minyak tipe kulit normal [-1] kulit kerut [-2] kulit jerawat, tipe kulit kering tipe kulit minyak tipe kulit normal kulit kerut kulit jerawat,['tipe kulit kering tipe kulit minyak tipe kulit normal [-1] kulit kerut [-2] kulit jerawat'],1,-2,negatif
"oil waternya nyaman dipakai, bs menghapus waterproof make up tanpa oily bgt.
micellar waternya nyaman, ga bikin kering",oil waternya nyaman dipakai bs menghapus waterproof make up tanpa oily bgt micellar waternya nyaman ga bikin kering,oil waternya nyaman dipakai bisa menghapus waterproof memakai up tanpa oily banget micellar waternya nyaman enggak bikin kering,"['oil', 'waternya', 'nyaman', 'dipakai', 'bisa', 'menghapus', 'waterproof', 'memakai', 'up', 'tanpa', 'oily', 'banget', 'micellar', 'waternya', 'nyaman', 'enggak', 'bikin', 'kering']","['oil', 'waternya', 'nyaman', 'dipakai', 'menghapus', 'waterproof', 'memakai', 'up', 'oily', 'banget', 'micellar', 'waternya', 'nyaman', 'kering']","['oil', 'waternya', 'nyaman', 'pakai', 'hapus', 'waterproof', 'pakai', 'up', 'oily', 'banget', 'micellar', 'waternya', 'nyaman', 'kering']",oil waternya nyaman pakai hapus waterproof pakai up oily banget micellar waternya nyaman kering,"{'classified_text': 'oil waternya nyaman [4] pakai hapus waterproof pakai up oily banget micellar waternya nyaman [4] kering', 'tweet_text': ' oil waternya nyaman pakai hapus waterproof pakai up oily banget micellar waternya nyaman kering', 'sentence_score': ['oil waternya nyaman [4] pakai hapus waterproof pakai up oily banget micellar waternya nyaman [4] kering'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",oil waternya nyaman [4] pakai hapus waterproof pakai up oily banget micellar waternya nyaman [4] kering, oil waternya nyaman pakai hapus waterproof pakai up oily banget micellar waternya nyaman kering,['oil waternya nyaman [4] pakai hapus waterproof pakai up oily banget micellar waternya nyaman [4] kering'],4,-1,positif
terima kasih harga murah barang sampai dengan selamat bubble wrap tebel dan pengiriman cepat,terima kasih harga murah barang sampai dengan selamat bubble wrap tebel dan pengiriman cepat,terima kasih harga murah barang sampai dengan selamat bubble wrap tebal dan pengiriman cepat,"['terima', 'kasih', 'harga', 'murah', 'barang', 'sampai', 'dengan', 'selamat', 'bubble', 'wrap', 'tebal', 'dan', 'pengiriman', 'cepat']","['terima', 'kasih', 'harga', 'murah', 'selamat', 'bubble', 'wrap', 'tebal', 'pengiriman', 'cepat']","['terima', 'kasih', 'harga', 'murah', 'selamat', 'bubble', 'wrap', 'tebal', 'kirim', 'cepat']",terima kasih harga murah selamat bubble wrap tebal kirim cepat,"{'classified_text': 'terima kasih [4] harga murah [2] selamat [5] bubble wrap tebal kirim cepat [4]', 'tweet_text': ' terima kasih harga murah selamat bubble wrap tebal kirim cepat', 'sentence_score': ['terima kasih [4] harga murah [2] selamat [5] bubble wrap tebal kirim cepat [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",terima kasih [4] harga murah [2] selamat [5] bubble wrap tebal kirim cepat [4], terima kasih harga murah selamat bubble wrap tebal kirim cepat,['terima kasih [4] harga murah [2] selamat [5] bubble wrap tebal kirim cepat [4]'],5,-1,positif
tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif tipe kulitku kering,tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif tipe kulitku kering,tipe kulitku berminyak tipe kulitku normal tipe kulitku kombinasi masalah kulitku jerawat masalah kulitku kerutan masalah kulitku pori besar tipe kulitku sensitif tipe kulitku kering,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kering']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'normal', 'tipe', 'kulitku', 'kombinasi', 'kulitku', 'jerawat', 'kulitku', 'kerutan', 'kulitku', 'pori', 'tipe', 'kulitku', 'sensitif', 'tipe', 'kulitku', 'kering']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'normal', 'tipe', 'kulit', 'kombinasi', 'kulit', 'jerawat', 'kulit', 'kerut', 'kulit', 'pori', 'tipe', 'kulit', 'sensitif', 'tipe', 'kulit', 'kering']",tipe kulit minyak tipe kulit normal tipe kulit kombinasi kulit jerawat kulit kerut kulit pori tipe kulit sensitif tipe kulit kering,"{'classified_text': 'tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi kulit jerawat kulit kerut [-2] kulit pori tipe kulit sensitif [-2] tipe kulit kering', 'tweet_text': ' tipe kulit minyak tipe kulit normal tipe kulit kombinasi kulit jerawat kulit kerut kulit pori tipe kulit sensitif tipe kulit kering', 'sentence_score': ['tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi kulit jerawat kulit kerut [-2] kulit pori tipe kulit sensitif [-2] tipe kulit kering'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi kulit jerawat kulit kerut [-2] kulit pori tipe kulit sensitif [-2] tipe kulit kering, tipe kulit minyak tipe kulit normal tipe kulit kombinasi kulit jerawat kulit kerut kulit pori tipe kulit sensitif tipe kulit kering,['tipe kulit minyak tipe kulit normal [-1] tipe kulit kombinasi kulit jerawat kulit kerut [-2] kulit pori tipe kulit sensitif [-2] tipe kulit kering'],1,-2,negatif
"tipe kulitku kombinasi cocok banget pake sunscreennya azarine, teksturnya ringan, ga bikin kulit kusam, no whitecast, gampang diblend, udah repurchase yg ke 3 kali. alhamdulillah pembelian kmrn dapet diskom & cashback.
pengiriman cepat, respon seller baik, saat diterima barang dalam kondisi baik. terima kasih",tipe kulitku kombinasi cocok banget pake sunscreennya azarine teksturnya ringan ga bikin kulit kusam no whitecast gampang diblend udah repurchase yg ke kali alhamdulillah pembelian kmrn dapet diskom cashback pengiriman cepat respon seller baik saat diterima barang dalam kondisi baik terima kasih,tipe kulitku kombinasi cocok banget pakai sunscreennya azarine teksturnya ringan enggak bikin kulit kusam no whitecast gampang diblend sudah repurchase yang ke kali alhamdulillah pembelian kemarin dapat diskom cashback pengiriman cepat respon seller baik saat diterima barang dalam kondisi baik terima kasih,"['tipe', 'kulitku', 'kombinasi', 'cocok', 'banget', 'pakai', 'sunscreennya', 'azarine', 'teksturnya', 'ringan', 'enggak', 'bikin', 'kulit', 'kusam', 'no', 'whitecast', 'gampang', 'diblend', 'sudah', 'repurchase', 'yang', 'ke', 'kali', 'alhamdulillah', 'pembelian', 'kemarin', 'dapat', 'diskom', 'cashback', 'pengiriman', 'cepat', 'respon', 'seller', 'baik', 'saat', 'diterima', 'barang', 'dalam', 'kondisi', 'baik', 'terima', 'kasih']","['tipe', 'kulitku', 'kombinasi', 'cocok', 'banget', 'pakai', 'sunscreennya', 'azarine', 'teksturnya', 'ringan', 'kulit', 'kusam', 'whitecast', 'gampang', 'diblend', 'repurchase', 'pembelian', 'kemarin', 'diskom', 'cashback', 'pengiriman', 'cepat', 'respon', 'seller', 'diterima', 'terima', 'kasih']","['tipe', 'kulit', 'kombinasi', 'cocok', 'banget', 'pakai', 'sunscreennya', 'azarine', 'tekstur', 'ringan', 'kulit', 'kusam', 'whitecast', 'gampang', 'diblend', 'repurchase', 'beli', 'kemarin', 'diskom', 'cashback', 'kirim', 'cepat', 'respon', 'seller', 'terima', 'terima', 'kasih']",tipe kulit kombinasi cocok banget pakai sunscreennya azarine tekstur ringan kulit kusam whitecast gampang diblend repurchase beli kemarin diskom cashback kirim cepat respon seller terima terima kasih,"{'classified_text': 'tipe kulit kombinasi cocok [4] banget pakai sunscreennya azarine tekstur ringan kulit kusam [-3] whitecast gampang diblend repurchase beli kemarin diskom cashback kirim cepat [4] respon seller terima terima kasih [4]', 'tweet_text': ' tipe kulit kombinasi cocok banget pakai sunscreennya azarine tekstur ringan kulit kusam whitecast gampang diblend repurchase beli kemarin diskom cashback kirim cepat respon seller terima terima kasih', 'sentence_score': ['tipe kulit kombinasi cocok [4] banget pakai sunscreennya azarine tekstur ringan kulit kusam [-3] whitecast gampang diblend repurchase beli kemarin diskom cashback kirim cepat [4] respon seller terima terima kasih [4]'], 'max_positive': 4, 'max_negative': -3, 'kelas': 'positif'}",tipe kulit kombinasi cocok [4] banget pakai sunscreennya azarine tekstur ringan kulit kusam [-3] whitecast gampang diblend repurchase beli kemarin diskom cashback kirim cepat [4] respon seller terima terima kasih [4], tipe kulit kombinasi cocok banget pakai sunscreennya azarine tekstur ringan kulit kusam whitecast gampang diblend repurchase beli kemarin diskom cashback kirim cepat respon seller terima terima kasih,['tipe kulit kombinasi cocok [4] banget pakai sunscreennya azarine tekstur ringan kulit kusam [-3] whitecast gampang diblend repurchase beli kemarin diskom cashback kirim cepat [4] respon seller terima terima kasih [4]'],4,-3,positif
