case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen,classified_text,tweet_text,sentence_score,max_positive,max_negative,kelas
"exp tahun ini, mungkin karna itu diskon.  packingan selalu suka klu beli disini.",exp tahun ini mungkin karna itu diskon packingan selalu suka klu beli disini,exp tahun ini mungkin karena itu diskon packingan selalu suka kalau beli disini,"['exp', 'tahun', 'ini', 'mungkin', 'karena', 'itu', 'diskon', 'packingan', 'selalu', 'suka', 'kalau', 'beli', 'disini']","['exp', 'diskon', 'packingan', 'suka', 'beli']","['exp', 'diskon', 'packingan', 'suka', 'beli']",exp diskon packingan suka beli,"{'classified_text': 'exp diskon packingan suka [4] beli', 'tweet_text': ' exp diskon packingan suka beli', 'sentence_score': ['exp diskon packingan suka [4] beli'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",exp diskon packingan suka [4] beli, exp diskon packingan suka beli,['exp diskon packingan suka [4] beli'],4,-1,positif
tipe kulitku berminyak tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar masalah kulitku jerawat tipe kulitku kombinasi,tipe kulitku berminyak tipe kulitku sensitif masalah kulitku kerutan masalah kulitku pori besar masalah kulitku jerawat tipe kulitku kombinasi,"['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'kerutan', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'kerutan', 'kulitku', 'pori', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'kombinasi']","['tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'sensitif', 'kulit', 'kerut', 'kulit', 'pori', 'kulit', 'jerawat', 'tipe', 'kulit', 'kombinasi']",tipe kulit minyak tipe kulit sensitif kulit kerut kulit pori kulit jerawat tipe kulit kombinasi,"{'classified_text': 'tipe kulit minyak tipe kulit sensitif [-2] kulit kerut [-2] kulit pori kulit jerawat tipe kulit kombinasi', 'tweet_text': ' tipe kulit minyak tipe kulit sensitif kulit kerut kulit pori kulit jerawat tipe kulit kombinasi', 'sentence_score': ['tipe kulit minyak tipe kulit sensitif [-2] kulit kerut [-2] kulit pori kulit jerawat tipe kulit kombinasi'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak tipe kulit sensitif [-2] kulit kerut [-2] kulit pori kulit jerawat tipe kulit kombinasi, tipe kulit minyak tipe kulit sensitif kulit kerut kulit pori kulit jerawat tipe kulit kombinasi,['tipe kulit minyak tipe kulit sensitif [-2] kulit kerut [-2] kulit pori kulit jerawat tipe kulit kombinasi'],1,-2,negatif
"masalah kulitku jerawat tipe kulitku sensitif masalah kulitku kerutan tipe kulitku berminyak semoga cocok dengan serum ini, packing rapi,",masalah kulitku jerawat tipe kulitku sensitif masalah kulitku kerutan tipe kulitku berminyak semoga cocok dengan serum ini packing rapi,masalah kulitku jerawat tipe kulitku sensitif masalah kulitku kerutan tipe kulitku berminyak semoga cocok dengan serum ini packing rapi,"['masalah', 'kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'berminyak', 'semoga', 'cocok', 'dengan', 'serum', 'ini', 'packing', 'rapi']","['kulitku', 'jerawat', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'berminyak', 'semoga', 'cocok', 'serum', 'packing', 'rapi']","['kulit', 'jerawat', 'tipe', 'kulit', 'sensitif', 'kulit', 'kerut', 'tipe', 'kulit', 'minyak', 'moga', 'cocok', 'serum', 'packing', 'rapi']",kulit jerawat tipe kulit sensitif kulit kerut tipe kulit minyak moga cocok serum packing rapi,"{'classified_text': 'kulit jerawat tipe kulit sensitif [-2] kulit kerut [-2] tipe kulit minyak moga cocok [3] serum packing rapi [4]', 'tweet_text': ' kulit jerawat tipe kulit sensitif kulit kerut tipe kulit minyak moga cocok serum packing rapi', 'sentence_score': ['kulit jerawat tipe kulit sensitif [-2] kulit kerut [-2] tipe kulit minyak moga cocok [3] serum packing rapi [4]'], 'max_positive': 4, 'max_negative': -2, 'kelas': 'positif'}",kulit jerawat tipe kulit sensitif [-2] kulit kerut [-2] tipe kulit minyak moga cocok [3] serum packing rapi [4], kulit jerawat tipe kulit sensitif kulit kerut tipe kulit minyak moga cocok serum packing rapi,['kulit jerawat tipe kulit sensitif [-2] kulit kerut [-2] tipe kulit minyak moga cocok [3] serum packing rapi [4]'],4,-2,positif
masalah kulitku kerutan tipe kulitku kering,masalah kulitku kerutan tipe kulitku kering,masalah kulitku kerutan tipe kulitku kering,"['masalah', 'kulitku', 'kerutan', 'tipe', 'kulitku', 'kering']","['kulitku', 'kerutan', 'tipe', 'kulitku', 'kering']","['kulit', 'kerut', 'tipe', 'kulit', 'kering']",kulit kerut tipe kulit kering,"{'classified_text': 'kulit kerut [-2] tipe kulit kering', 'tweet_text': ' kulit kerut tipe kulit kering', 'sentence_score': ['kulit kerut [-2] tipe kulit kering'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",kulit kerut [-2] tipe kulit kering, kulit kerut tipe kulit kering,['kulit kerut [-2] tipe kulit kering'],1,-2,negatif
"pengiriman cepat, barang sesuai gambar",pengiriman cepat barang sesuai gambar,pengiriman cepat barang sesuai gambar,"['pengiriman', 'cepat', 'barang', 'sesuai', 'gambar']","['pengiriman', 'cepat', 'gambar']","['kirim', 'cepat', 'gambar']",kirim cepat gambar,"{'classified_text': 'kirim cepat [4] gambar', 'tweet_text': ' kirim cepat gambar', 'sentence_score': ['kirim cepat [4] gambar'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",kirim cepat [4] gambar, kirim cepat gambar,['kirim cepat [4] gambar'],4,-1,positif
"masyaallah , dapet harga diskon . terimakasih seller",masyaallah dapet harga diskon terimakasih seller,masyaallah dapat harga diskon terima kasih seller,"['masyaallah', 'dapat', 'harga', 'diskon', 'terima', 'kasih', 'seller']","['masyaallah', 'harga', 'diskon', 'terima', 'kasih', 'seller']","['masyaallah', 'harga', 'diskon', 'terima', 'kasih', 'seller']",masyaallah harga diskon terima kasih seller,"{'classified_text': 'masyaallah harga diskon terima kasih [4] seller', 'tweet_text': ' masyaallah harga diskon terima kasih seller', 'sentence_score': ['masyaallah harga diskon terima kasih [4] seller'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",masyaallah harga diskon terima kasih [4] seller, masyaallah harga diskon terima kasih seller,['masyaallah harga diskon terima kasih [4] seller'],4,-1,positif
kulit jadi glowing ✨ suka banget sama maskernya avoskin.,kulit jadi glowing suka banget sama maskernya avoskin,kulit jadi glowing suka banget sama maskernya avoskin,"['kulit', 'jadi', 'glowing', 'suka', 'banget', 'sama', 'maskernya', 'avoskin']","['kulit', 'glowing', 'suka', 'banget', 'maskernya', 'avoskin']","['kulit', 'glowing', 'suka', 'banget', 'masker', 'avoskin']",kulit glowing suka banget masker avoskin,"{'classified_text': 'kulit glowing suka [5] banget masker avoskin', 'tweet_text': ' kulit glowing suka banget masker avoskin', 'sentence_score': ['kulit glowing suka [5] banget masker avoskin'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",kulit glowing suka [5] banget masker avoskin, kulit glowing suka banget masker avoskin,['kulit glowing suka [5] banget masker avoskin'],5,-1,positif
"tipe kulitku normal, semoga cocok baru pertama coba produk ini.",tipe kulitku normal semoga cocok baru pertama coba produk ini,tipe kulitku normal semoga cocok baru pertama coba produk ini,"['tipe', 'kulitku', 'normal', 'semoga', 'cocok', 'baru', 'pertama', 'coba', 'produk', 'ini']","['tipe', 'kulitku', 'normal', 'semoga', 'cocok', 'coba', 'produk']","['tipe', 'kulit', 'normal', 'moga', 'cocok', 'coba', 'produk']",tipe kulit normal moga cocok coba produk,"{'classified_text': 'tipe kulit normal [-1] moga cocok [3] coba produk', 'tweet_text': ' tipe kulit normal moga cocok coba produk', 'sentence_score': ['tipe kulit normal [-1] moga cocok [3] coba produk'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit normal [-1] moga cocok [3] coba produk, tipe kulit normal moga cocok coba produk,['tipe kulit normal [-1] moga cocok [3] coba produk'],3,-1,positif
tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar masalah kulitku kerutan,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar masalah kulitku kerutan,tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar masalah kulitku kerutan,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'masalah', 'kulitku', 'kerutan']","['tipe', 'kulitku', 'berminyak', 'kulitku', 'jerawat', 'kulitku', 'pori', 'kulitku', 'kerutan']","['tipe', 'kulit', 'minyak', 'kulit', 'jerawat', 'kulit', 'pori', 'kulit', 'kerut']",tipe kulit minyak kulit jerawat kulit pori kulit kerut,"{'classified_text': 'tipe kulit minyak kulit jerawat kulit pori kulit kerut [-2]', 'tweet_text': ' tipe kulit minyak kulit jerawat kulit pori kulit kerut', 'sentence_score': ['tipe kulit minyak kulit jerawat kulit pori kulit kerut [-2]'], 'max_positive': 1, 'max_negative': -2, 'kelas': 'negatif'}",tipe kulit minyak kulit jerawat kulit pori kulit kerut [-2], tipe kulit minyak kulit jerawat kulit pori kulit kerut,['tipe kulit minyak kulit jerawat kulit pori kulit kerut [-2]'],1,-2,negatif
bagus produk nya terimakasih,bagus produk nya terimakasih,bagus produk nya terima kasih,"['bagus', 'produk', 'nya', 'terima', 'kasih']","['bagus', 'produk', 'terima', 'kasih']","['bagus', 'produk', 'terima', 'kasih']",bagus produk terima kasih,"{'classified_text': 'bagus [4] produk terima kasih [4]', 'tweet_text': ' bagus produk terima kasih', 'sentence_score': ['bagus [4] produk terima kasih [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",bagus [4] produk terima kasih [4], bagus produk terima kasih,['bagus [4] produk terima kasih [4]'],4,-1,positif
"cocok di kulit wajah saya, melembabkan. ed 03/25. pembelian untuk stok, mumpung ada diskon🤗",cocok di kulit wajah saya melembabkan ed pembelian untuk stok mumpung ada diskon,cocok di kulit wajah saya melembabkan ed pembelian untuk stok mumpung ada diskon,"['cocok', 'di', 'kulit', 'wajah', 'saya', 'melembabkan', 'ed', 'pembelian', 'untuk', 'stok', 'mumpung', 'ada', 'diskon']","['cocok', 'kulit', 'melembabkan', 'ed', 'pembelian', 'stok', 'mumpung', 'diskon']","['cocok', 'kulit', 'melembabkan', 'ed', 'beli', 'stok', 'mumpung', 'diskon']",cocok kulit melembabkan ed beli stok mumpung diskon,"{'classified_text': 'cocok [3] kulit melembabkan ed beli stok mumpung diskon', 'tweet_text': ' cocok kulit melembabkan ed beli stok mumpung diskon', 'sentence_score': ['cocok [3] kulit melembabkan ed beli stok mumpung diskon'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",cocok [3] kulit melembabkan ed beli stok mumpung diskon, cocok kulit melembabkan ed beli stok mumpung diskon,['cocok [3] kulit melembabkan ed beli stok mumpung diskon'],3,-1,positif
tipe kulitku normal. alhamdulillah cocok2 sajja. thank you for everyone dari hulu ke hilir. thanks a lot juga sudah dikasih diskon. semoga makin laris dan sukses ya. love u all,tipe kulitku normal alhamdulillah cocok sajja thank you for everyone dari hulu ke hilir thanks lot juga sudah dikasih diskon semoga makin laris dan sukses ya love all,tipe kulitku normal alhamdulillah cocok sajja thank you for everyone dari hulu ke hilir thanks lot juga sudah dikasih diskon semoga makin laris dan sukses ya love all,"['tipe', 'kulitku', 'normal', 'alhamdulillah', 'cocok', 'sajja', 'thank', 'you', 'for', 'everyone', 'dari', 'hulu', 'ke', 'hilir', 'thanks', 'lot', 'juga', 'sudah', 'dikasih', 'diskon', 'semoga', 'makin', 'laris', 'dan', 'sukses', 'ya', 'love', 'all']","['tipe', 'kulitku', 'normal', 'cocok', 'sajja', 'thank', 'everyone', 'hulu', 'hilir', 'thanks', 'lot', 'dikasih', 'diskon', 'semoga', 'laris', 'sukses', 'love', 'all']","['tipe', 'kulit', 'normal', 'cocok', 'sajja', 'thank', 'everyone', 'hulu', 'hilir', 'thanks', 'lot', 'kasih', 'diskon', 'moga', 'laris', 'sukses', 'love', 'all']",tipe kulit normal cocok sajja thank everyone hulu hilir thanks lot kasih diskon moga laris sukses love all,"{'classified_text': 'tipe kulit normal [-1] cocok [3] sajja thank everyone hulu hilir thanks lot kasih diskon moga laris sukses [4] love all', 'tweet_text': ' tipe kulit normal cocok sajja thank everyone hulu hilir thanks lot kasih diskon moga laris sukses love all', 'sentence_score': ['tipe kulit normal [-1] cocok [3] sajja thank everyone hulu hilir thanks lot kasih diskon moga laris sukses [4] love all'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit normal [-1] cocok [3] sajja thank everyone hulu hilir thanks lot kasih diskon moga laris sukses [4] love all, tipe kulit normal cocok sajja thank everyone hulu hilir thanks lot kasih diskon moga laris sukses love all,['tipe kulit normal [-1] cocok [3] sajja thank everyone hulu hilir thanks lot kasih diskon moga laris sukses [4] love all'],4,-1,positif
tipe kulitku berminyak. cocok,tipe kulitku berminyak cocok,tipe kulitku berminyak cocok,"['tipe', 'kulitku', 'berminyak', 'cocok']","['tipe', 'kulitku', 'berminyak', 'cocok']","['tipe', 'kulit', 'minyak', 'cocok']",tipe kulit minyak cocok,"{'classified_text': 'tipe kulit minyak cocok [3]', 'tweet_text': ' tipe kulit minyak cocok', 'sentence_score': ['tipe kulit minyak cocok [3]'], 'max_positive': 3, 'max_negative': -1, 'kelas': 'positif'}",tipe kulit minyak cocok [3], tipe kulit minyak cocok,['tipe kulit minyak cocok [3]'],3,-1,positif
"cocok, sblmnya pakai yang alpha arbutin skrg nyoba yg ini 
tipe kulitku sensitif 
masalah kulitku pori besar",cocok sblmnya pakai yang alpha arbutin skrg nyoba yg ini tipe kulitku sensitif masalah kulitku pori besar,cocok sebelumnya pakai yang alpha arbutin sekarang mencoba yang ini tipe kulitku sensitif masalah kulitku pori besar,"['cocok', 'sebelumnya', 'pakai', 'yang', 'alpha', 'arbutin', 'sekarang', 'mencoba', 'yang', 'ini', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'pori', 'besar']","['cocok', 'pakai', 'alpha', 'arbutin', 'mencoba', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'pori']","['cocok', 'pakai', 'alpha', 'arbutin', 'coba', 'tipe', 'kulit', 'sensitif', 'kulit', 'pori']",cocok pakai alpha arbutin coba tipe kulit sensitif kulit pori,"{'classified_text': 'cocok [3] pakai alpha arbutin coba tipe kulit sensitif [-2] kulit pori', 'tweet_text': ' cocok pakai alpha arbutin coba tipe kulit sensitif kulit pori', 'sentence_score': ['cocok [3] pakai alpha arbutin coba tipe kulit sensitif [-2] kulit pori'], 'max_positive': 3, 'max_negative': -2, 'kelas': 'positif'}",cocok [3] pakai alpha arbutin coba tipe kulit sensitif [-2] kulit pori, cocok pakai alpha arbutin coba tipe kulit sensitif kulit pori,['cocok [3] pakai alpha arbutin coba tipe kulit sensitif [-2] kulit pori'],3,-2,positif
toner exfo mantap,toner exfo mantap,toner exfo mantap,"['toner', 'exfo', 'mantap']","['toner', 'exfo', 'mantap']","['toner', 'exfo', 'mantap']",toner exfo mantap,"{'classified_text': 'toner exfo mantap [4]', 'tweet_text': ' toner exfo mantap', 'sentence_score': ['toner exfo mantap [4]'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",toner exfo mantap [4], toner exfo mantap,['toner exfo mantap [4]'],4,-1,positif
repurchase kesekian kaliii + dpt harga dibawah 100 mantulll avo👊🏻👊🏻,repurchase kesekian kaliii dpt harga dibawah mantulll avo,repurchase kesekian kali dapat harga dibawah mantap avo,"['repurchase', 'kesekian', 'kali', 'dapat', 'harga', 'dibawah', 'mantap', 'avo']","['repurchase', 'kesekian', 'harga', 'dibawah', 'mantap', 'avo']","['repurchase', 'sekian', 'harga', 'bawah', 'mantap', 'avo']",repurchase sekian harga bawah mantap avo,"{'classified_text': 'repurchase sekian harga bawah [-1] mantap [4] avo', 'tweet_text': ' repurchase sekian harga bawah mantap avo', 'sentence_score': ['repurchase sekian harga bawah [-1] mantap [4] avo'], 'max_positive': 4, 'max_negative': -1, 'kelas': 'positif'}",repurchase sekian harga bawah [-1] mantap [4] avo, repurchase sekian harga bawah mantap avo,['repurchase sekian harga bawah [-1] mantap [4] avo'],4,-1,positif
"pesanan diterima tepat waktu, pengemasan aman
terimakasih",pesanan diterima tepat waktu pengemasan aman terimakasih,pesanan diterima tepat waktu pengemasan aman terima kasih,"['pesanan', 'diterima', 'tepat', 'waktu', 'pengemasan', 'aman', 'terima', 'kasih']","['pesanan', 'diterima', 'pengemasan', 'aman', 'terima', 'kasih']","['pesan', 'terima', 'emas', 'aman', 'terima', 'kasih']",pesan terima emas aman terima kasih,"{'classified_text': 'pesan terima emas [4] aman [5] terima kasih [4]', 'tweet_text': ' pesan terima emas aman terima kasih', 'sentence_score': ['pesan terima emas [4] aman [5] terima kasih [4]'], 'max_positive': 5, 'max_negative': -1, 'kelas': 'positif'}",pesan terima emas [4] aman [5] terima kasih [4], pesan terima emas aman terima kasih,['pesan terima emas [4] aman [5] terima kasih [4]'],5,-1,positif
"tekstur nya ringan, gampang di blend nyaman juga ternyata di kulit aku yang acneprone to oily parah, semoga cocok ada perubahan biar next bisa order disini lggi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku berminyak tipe kulitku kering",tekstur nya ringan gampang di blend nyaman juga ternyata di kulit aku yang acneprone to oily parah semoga cocok ada perubahan biar next bisa order disini lggi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku berminyak tipe kulitku kering,tekstur nya ringan gampang di blend nyaman juga ternyata di kulit aku yang acneprone tapi oily parah semoga cocok ada perubahan biar next bisa order disini lagi tipe kulitku sensitif masalah kulitku jerawat masalah kulitku pori besar tipe kulitku berminyak tipe kulitku kering,"['tekstur', 'nya', 'ringan', 'gampang', 'di', 'blend', 'nyaman', 'juga', 'ternyata', 'di', 'kulit', 'aku', 'yang', 'acneprone', 'tapi', 'oily', 'parah', 'semoga', 'cocok', 'ada', 'perubahan', 'biar', 'next', 'bisa', 'order', 'disini', 'lagi', 'tipe', 'kulitku', 'sensitif', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering']","['tekstur', 'ringan', 'gampang', 'blend', 'nyaman', 'kulit', 'acneprone', 'oily', 'parah', 'semoga', 'cocok', 'perubahan', 'next', 'order', 'tipe', 'kulitku', 'sensitif', 'kulitku', 'jerawat', 'kulitku', 'pori', 'tipe', 'kulitku', 'berminyak', 'tipe', 'kulitku', 'kering']","['tekstur', 'ringan', 'gampang', 'blend', 'nyaman', 'kulit', 'acneprone', 'oily', 'parah', 'moga', 'cocok', 'ubah', 'next', 'order', 'tipe', 'kulit', 'sensitif', 'kulit', 'jerawat', 'kulit', 'pori', 'tipe', 'kulit', 'minyak', 'tipe', 'kulit', 'kering']",tekstur ringan gampang blend nyaman kulit acneprone oily parah moga cocok ubah next order tipe kulit sensitif kulit jerawat kulit pori tipe kulit minyak tipe kulit kering,"{'classified_text': 'tekstur ringan gampang blend nyaman [4] kulit acneprone oily parah [-5] moga cocok [3] ubah next order tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit minyak tipe kulit kering', 'tweet_text': ' tekstur ringan gampang blend nyaman kulit acneprone oily parah moga cocok ubah next order tipe kulit sensitif kulit jerawat kulit pori tipe kulit minyak tipe kulit kering', 'sentence_score': ['tekstur ringan gampang blend nyaman [4] kulit acneprone oily parah [-5] moga cocok [3] ubah next order tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit minyak tipe kulit kering'], 'max_positive': 4, 'max_negative': -5, 'kelas': 'negatif'}",tekstur ringan gampang blend nyaman [4] kulit acneprone oily parah [-5] moga cocok [3] ubah next order tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit minyak tipe kulit kering, tekstur ringan gampang blend nyaman kulit acneprone oily parah moga cocok ubah next order tipe kulit sensitif kulit jerawat kulit pori tipe kulit minyak tipe kulit kering,['tekstur ringan gampang blend nyaman [4] kulit acneprone oily parah [-5] moga cocok [3] ubah next order tipe kulit sensitif [-2] kulit jerawat kulit pori tipe kulit minyak tipe kulit kering'],4,-5,negatif
