case_folding,cleaned,normalization,tokenize,remove_stopwords,lemmatization,text_string_lemma,sentimen
"buat eksfoliasi... kebetulan banyak bgt yg recommend pke avoskin yg ini... buanyak yg cocok... semoga cucok dikulit akuu. udh langganan avoskin. tp baru kali ini nyoba yg toner eksfoliasi. kmrn yg serum lactacid acid...
kemasannya ampeg, bagus, safety ❤❤❤",buat eksfoliasi kebetulan banyak bgt yg recommend pke avoskin yg ini buanyak yg cocok semoga cucok dikulit akuu udh langganan avoskin tp baru kali ini nyoba yg toner eksfoliasi kmrn yg serum lactacid acid kemasannya ampeg bagus safety,buat eksfoliasi kebetulan banyak banget yang recommend pakai avoskin yang ini banyak yang cocok semoga cocok dikulit aku sudah langganan avoskin tapi baru kali ini mencoba yang toner eksfoliasi kemarin yang serum lactacid acid kemasannya ampeg bagus safety,"['buat', 'eksfoliasi', 'kebetulan', 'banyak', 'banget', 'yang', 'recommend', 'pakai', 'avoskin', 'yang', 'ini', 'banyak', 'yang', 'cocok', 'semoga', 'cocok', 'dikulit', 'aku', 'sudah', 'langganan', 'avoskin', 'tapi', 'baru', 'kali', 'ini', 'mencoba', 'yang', 'toner', 'eksfoliasi', 'kemarin', 'yang', 'serum', 'lactacid', 'acid', 'kemasannya', 'ampeg', 'bagus', 'safety']","['buat', 'eksfoliasi', 'kebetulan', 'banyak', 'banget', 'recommend', 'pakai', 'avoskin', 'banyak', 'cocok', 'semoga', 'cocok', 'dikulit', 'aku', 'langganan', 'avoskin', 'baru', 'kali', 'mencoba', 'toner', 'eksfoliasi', 'kemarin', 'serum', 'lactacid', 'acid', 'kemasannya', 'ampeg', 'bagus', 'safety']","['buat', 'eksfoliasi', 'betul', 'banyak', 'banget', 'recommend', 'pakai', 'avoskin', 'banyak', 'cocok', 'moga', 'cocok', 'kulit', 'aku', 'langgan', 'avoskin', 'baru', 'kali', 'coba', 'toner', 'eksfoliasi', 'kemarin', 'serum', 'lactacid', 'acid', 'kemas', 'ampeg', 'bagus', 'safety']",buat eksfoliasi betul banyak banget recommend pakai avoskin banyak cocok moga cocok kulit aku langgan avoskin baru kali coba toner eksfoliasi kemarin serum lactacid acid kemas ampeg bagus safety,positif
sudah dipakai secara rutin sebelum tidur selama seminggu. belum terlihat hasil yang signifikan.,sudah dipakai secara rutin sebelum tidur selama seminggu belum terlihat hasil yang signifikan,sudah dipakai secara rutin sebelum tidur selama seminggu belum terlihat hasil yang signifikan,"['sudah', 'dipakai', 'secara', 'rutin', 'sebelum', 'tidur', 'selama', 'seminggu', 'belum', 'terlihat', 'hasil', 'yang', 'signifikan']","['dipakai', 'rutin', 'tidur', 'selama', 'seminggu', 'belum', 'terlihat', 'hasil', 'signifikan']","['pakai', 'rutin', 'tidur', 'lama', 'minggu', 'belum', 'lihat', 'hasil', 'signifikan']",pakai rutin tidur lama minggu belum lihat hasil signifikan,netral
tipe kulitku kombinasi masalah kulitku pori besar,tipe kulitku kombinasi masalah kulitku pori besar,tipe kulitku kombinasi masalah kulitku pori besar,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'pori', 'besar']","['tipe', 'kulit', 'kombinasi', 'masalah', 'kulit', 'pori', 'besar']",tipe kulit kombinasi masalah kulit pori besar,negatif
blm dicoba semoga cocok,blm dicoba semoga cocok,belum dicoba semoga cocok,"['belum', 'dicoba', 'semoga', 'cocok']","['belum', 'dicoba', 'semoga', 'cocok']","['belum', 'coba', 'moga', 'cocok']",belum coba moga cocok,positif
"masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif
kecil banget ukurannya",masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif kecil banget ukurannya,masalah kulitku jerawat masalah kulitku pori besar tipe kulitku sensitif kecil banget ukurannya,"['masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif', 'kecil', 'banget', 'ukurannya']","['masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar', 'tipe', 'kulitku', 'sensitif', 'kecil', 'banget', 'ukurannya']","['masalah', 'kulit', 'jerawat', 'masalah', 'kulit', 'pori', 'besar', 'tipe', 'kulit', 'sensitif', 'kecil', 'banget', 'ukur']",masalah kulit jerawat masalah kulit pori besar tipe kulit sensitif kecil banget ukur,negatif
"kualitas produk baik sesuai deskripsi, barang diterima dalam kondisi baik, pengiriman cepat, respon seller baik. terima kasih",kualitas produk baik sesuai deskripsi barang diterima dalam kondisi baik pengiriman cepat respon seller baik terima kasih,kualitas produk baik sesuai deskripsi barang diterima dalam kondisi baik pengiriman cepat respon seller baik terima kasih,"['kualitas', 'produk', 'baik', 'sesuai', 'deskripsi', 'barang', 'diterima', 'dalam', 'kondisi', 'baik', 'pengiriman', 'cepat', 'respon', 'seller', 'baik', 'terima', 'kasih']","['kualitas', 'produk', 'baik', 'sesuai', 'deskripsi', 'barang', 'diterima', 'kondisi', 'baik', 'pengiriman', 'cepat', 'respon', 'seller', 'baik', 'terima', 'kasih']","['kualitas', 'produk', 'baik', 'sesuai', 'deskripsi', 'barang', 'terima', 'kondisi', 'baik', 'kirim', 'cepat', 'respon', 'seller', 'baik', 'terima', 'kasih']",kualitas produk baik sesuai deskripsi barang terima kondisi baik kirim cepat respon seller baik terima kasih,positif
seneng kali ini pengemasan dan pengiriman cepat dan tidak lupa dapet diskon ehehe baru mau coba nanti malam semoga cocok makasih avoskin 🥰💋,seneng kali ini pengemasan dan pengiriman cepat dan tidak lupa dapet diskon baru mau coba nanti malam semoga cocok makasih avoskin,senang kali ini pengemasan dan pengiriman cepat dan tidak lupa dapat diskon baru mau coba nanti malam semoga cocok terima kasih avoskin,"['senang', 'kali', 'ini', 'pengemasan', 'dan', 'pengiriman', 'cepat', 'dan', 'tidak', 'lupa', 'dapat', 'diskon', 'baru', 'mau', 'coba', 'nanti', 'malam', 'semoga', 'cocok', 'terima', 'kasih', 'avoskin']","['senang', 'kali', 'pengemasan', 'pengiriman', 'cepat', 'tidak', 'lupa', 'diskon', 'baru', 'mau', 'coba', 'malam', 'semoga', 'cocok', 'terima', 'kasih', 'avoskin']","['senang', 'kali', 'emas', 'kirim', 'cepat', 'tidak', 'lupa', 'diskon', 'baru', 'mau', 'coba', 'malam', 'moga', 'cocok', 'terima', 'kasih', 'avoskin']",senang kali emas kirim cepat tidak lupa diskon baru mau coba malam moga cocok terima kasih avoskin,positif
"baru pertama kali coba sih, semoga aja cocok. untuk pengiriman dan packaging udah nggak diragukan lagi lah yah.",baru pertama kali coba sih semoga aja cocok untuk pengiriman dan packaging udah nggak diragukan lagi lah yah,baru pertama kali coba sih semoga saja cocok untuk pengiriman dan packaging sudah enggak diragukan lagi lah ya,"['baru', 'pertama', 'kali', 'coba', 'sih', 'semoga', 'saja', 'cocok', 'untuk', 'pengiriman', 'dan', 'packaging', 'sudah', 'enggak', 'diragukan', 'lagi', 'lah', 'ya']","['baru', 'pertama', 'kali', 'coba', 'sih', 'semoga', 'cocok', 'pengiriman', 'packaging', 'enggak', 'diragukan', 'lah']","['baru', 'pertama', 'kali', 'coba', 'sih', 'moga', 'cocok', 'kirim', 'packaging', 'enggak', 'ragu', 'lah']",baru pertama kali coba sih moga cocok kirim packaging enggak ragu lah,positif
"barang tuba dengan jondisi baik. untuk hasil belum tau, so abru nyoba produk ini",barang tuba dengan jondisi baik untuk hasil belum tau so abru nyoba produk ini,barang tiba  dengan kondisi baik untuk hasil belum tau so baru mencoba produk ini,"['barang', 'tiba', 'dengan', 'kondisi', 'baik', 'untuk', 'hasil', 'belum', 'tau', 'so', 'baru', 'mencoba', 'produk', 'ini']","['barang', 'tiba', 'kondisi', 'baik', 'hasil', 'belum', 'tau', 'so', 'baru', 'mencoba', 'produk']","['barang', 'tiba', 'kondisi', 'baik', 'hasil', 'belum', 'tau', 'so', 'baru', 'coba', 'produk']",barang tiba kondisi baik hasil belum tau so baru coba produk,positif
"first time trying this avo toner, hopefully, it works on my skin. overall well packaged coz there is no plastic and very sustainable, but it takes time a lil a bit longer than i expect",first time trying this avo toner hopefully it works on my skin overall well packaged coz there is no plastic and very sustainable but it takes time lil bit longer than expect,first time trying this avo toner hopefully itu works on my skin overall well packaged coz there is no plastic and very sustainable but itu takes time lil bit longer tahan expect,"['first', 'time', 'trying', 'this', 'avo', 'toner', 'hopefully', 'itu', 'works', 'on', 'my', 'skin', 'overall', 'well', 'packaged', 'coz', 'there', 'is', 'no', 'plastic', 'and', 'very', 'sustainable', 'but', 'itu', 'takes', 'time', 'lil', 'bit', 'longer', 'tahan', 'expect']","['first', 'time', 'trying', 'this', 'avo', 'toner', 'hopefully', 'works', 'on', 'my', 'skin', 'overall', 'well', 'packaged', 'coz', 'there', 'is', 'no', 'plastic', 'and', 'very', 'sustainable', 'but', 'takes', 'time', 'lil', 'bit', 'longer', 'tahan', 'expect']","['first', 'time', 'trying', 'this', 'avo', 'toner', 'hopefully', 'works', 'on', 'my', 'skin', 'overall', 'well', 'packaged', 'coz', 'there', 'is', 'no', 'plastic', 'and', 'very', 'sustainable', 'but', 'takes', 'time', 'lil', 'bit', 'longer', 'tahan', 'expect']",first time trying this avo toner hopefully works on my skin overall well packaged coz there is no plastic and very sustainable but takes time lil bit longer tahan expect,netral
"nyampainya lama ,kurir udah mau pick up, paket blm siap, responnya jg lama sampai di komplain. untung skincare rutin sdh ga pake avoskin, cm tonernya doang",nyampainya lama kurir udah mau pick up paket blm siap responnya jg lama sampai di komplain untung skincare rutin sdh ga pake avoskin cm tonernya doang,nyampainya lama kurir sudah mau pick up paket belum siap responnya juga lama sampai di komplain untung skincare rutin sudah enggak pakai avoskin cuma tonernya doang,"['nyampainya', 'lama', 'kurir', 'sudah', 'mau', 'pick', 'up', 'paket', 'belum', 'siap', 'responnya', 'juga', 'lama', 'sampai', 'di', 'komplain', 'untung', 'skincare', 'rutin', 'sudah', 'enggak', 'pakai', 'avoskin', 'cuma', 'tonernya', 'doang']","['nyampainya', 'lama', 'kurir', 'mau', 'pick', 'up', 'paket', 'belum', 'siap', 'responnya', 'lama', 'komplain', 'untung', 'skincare', 'rutin', 'enggak', 'pakai', 'avoskin', 'cuma', 'tonernya', 'doang']","['nyampainya', 'lama', 'kurir', 'mau', 'pick', 'up', 'paket', 'belum', 'siap', 'responnya', 'lama', 'komplain', 'untung', 'skincare', 'rutin', 'enggak', 'pakai', 'avoskin', 'cuma', 'tonernya', 'doang']",nyampainya lama kurir mau pick up paket belum siap responnya lama komplain untung skincare rutin enggak pakai avoskin cuma tonernya doang,positif
naissee,naissee,nice,['nice'],['nice'],['nice'],nice,netral
avoskin the best memang. cocok banget di saya. harganya pun relatif terjangkau,avoskin the best memang cocok banget di saya harganya pun relatif terjangkau,avoskin the best memang cocok banget di saya harganya pun relatif terjangkau,"['avoskin', 'the', 'best', 'memang', 'cocok', 'banget', 'di', 'saya', 'harganya', 'pun', 'relatif', 'terjangkau']","['avoskin', 'the', 'best', 'memang', 'cocok', 'banget', 'harganya', 'relatif', 'terjangkau']","['avoskin', 'the', 'best', 'memang', 'cocok', 'banget', 'harga', 'relatif', 'jangkau']",avoskin the best memang cocok banget harga relatif jangkau,positif
"2 2025.
gacha exp skincare",gacha exp skincare,gacha exp skincare,"['gacha', 'exp', 'skincare']","['gacha', 'exp', 'skincare']","['gacha', 'exp', 'skincare']",gacha exp skincare,netral
"bahan cair agak kental, gampang diserap, dan cocok untuk kulit sensitif",bahan cair agak kental gampang diserap dan cocok untuk kulit sensitif,bahan cair agak kental gampang diserap dan cocok untuk kulit sensitif,"['bahan', 'cair', 'agak', 'kental', 'gampang', 'diserap', 'dan', 'cocok', 'untuk', 'kulit', 'sensitif']","['bahan', 'cair', 'kental', 'gampang', 'diserap', 'cocok', 'kulit', 'sensitif']","['bahan', 'cair', 'kental', 'gampang', 'serap', 'cocok', 'kulit', 'sensitif']",bahan cair kental gampang serap cocok kulit sensitif,positif
packaging nya sudah ramah lingkungan niceee,packaging nya sudah ramah lingkungan niceee,packaging nya sudah ramah lingkungan nice,"['packaging', 'nya', 'sudah', 'ramah', 'lingkungan', 'nice']","['packaging', 'nya', 'ramah', 'lingkungan', 'nice']","['packaging', 'nya', 'ramah', 'lingkung', 'nice']",packaging nya ramah lingkung nice,netral
"pengirimannya agak lama, tpi barangnya aman kok👍👍",pengirimannya agak lama tpi barangnya aman kok,pengirimannya agak lama tapi barangnya aman kok,"['pengirimannya', 'agak', 'lama', 'tapi', 'barangnya', 'aman', 'kok']","['pengirimannya', 'lama', 'barangnya', 'aman', 'kok']","['kirim', 'lama', 'barang', 'aman', 'kok']",kirim lama barang aman kok,positif
mantul dh pokoknya,mantul dh pokoknya,mantul dah pokoknya,"['mantul', 'dah', 'pokoknya']","['mantul', 'dah', 'pokoknya']","['mantul', 'dah', 'pokok']",mantul dah pokok,negatif
"fyi, skrg face wash avoskin ada perubahan viscosity jdnya tumpah2, kalau gamau dpt sabun tumpah ga usah beli. kecuali ada niat perbaikan dr brand ya. di luar mana ada jual barang tumpah2 dgn pede nya cs blg kualitas ttp bagus, ga merasa bersalah.

silahkan cek ulasan dr customer lain, semua komennya sama. batch produk 2023 akhir-2024 viscosity berubah ya. jd encer. mending ga usah beli. thanks ud dirugikan.",fyi skrg face wash avoskin ada perubahan viscosity jdnya tumpah kalau gamau dpt sabun tumpah ga usah beli kecuali ada niat perbaikan dr brand ya di luar mana ada jual barang tumpah dgn pede nya cs blg kualitas ttp bagus ga merasa bersalah silahkan cek ulasan dr customer lain semua komennya sama batch produk akhir viscosity berubah ya jd encer mending ga usah beli thanks ud dirugikan,fyi sekarang face wash avoskin ada perubahan viscosity jadi tumpah kalau enggak mau dapat sabun tumpah enggak usah beli kecuali ada niat perbaikan dari brand ya di luar mana ada jual barang tumpah dengan percaya diri nya customer service bilang kualitas tetap bagus enggak merasa bersalah silakan cek ulasan dari customer lain semua komennya sama batch produk akhir viscosity berubah ya jadi encer mending enggak usah beli thanks sudah dirugikan,"['fyi', 'sekarang', 'face', 'wash', 'avoskin', 'ada', 'perubahan', 'viscosity', 'jadi', 'tumpah', 'kalau', 'enggak', 'mau', 'dapat', 'sabun', 'tumpah', 'enggak', 'usah', 'beli', 'kecuali', 'ada', 'niat', 'perbaikan', 'dari', 'brand', 'ya', 'di', 'luar', 'mana', 'ada', 'jual', 'barang', 'tumpah', 'dengan', 'percaya', 'diri', 'nya', 'customer', 'service', 'bilang', 'kualitas', 'tetap', 'bagus', 'enggak', 'merasa', 'bersalah', 'silakan', 'cek', 'ulasan', 'dari', 'customer', 'lain', 'semua', 'komennya', 'sama', 'batch', 'produk', 'akhir', 'viscosity', 'berubah', 'ya', 'jadi', 'encer', 'mending', 'enggak', 'usah', 'beli', 'thanks', 'sudah', 'dirugikan']","['fyi', 'sekarang', 'face', 'wash', 'avoskin', 'perubahan', 'viscosity', 'jadi', 'tumpah', 'kalau', 'enggak', 'mau', 'sabun', 'tumpah', 'enggak', 'usah', 'beli', 'niat', 'perbaikan', 'brand', 'luar', 'mana', 'jual', 'barang', 'tumpah', 'percaya', 'diri', 'nya', 'customer', 'service', 'bilang', 'kualitas', 'tetap', 'bagus', 'enggak', 'merasa', 'bersalah', 'silakan', 'cek', 'ulasan', 'customer', 'semua', 'komennya', 'sama', 'batch', 'produk', 'akhir', 'viscosity', 'berubah', 'jadi', 'encer', 'mending', 'enggak', 'usah', 'beli', 'thanks', 'dirugikan']","['fyi', 'sekarang', 'face', 'wash', 'avoskin', 'ubah', 'viscosity', 'jadi', 'tumpah', 'kalau', 'enggak', 'mau', 'sabun', 'tumpah', 'enggak', 'usah', 'beli', 'niat', 'baik', 'brand', 'luar', 'mana', 'jual', 'barang', 'tumpah', 'percaya', 'diri', 'nya', 'customer', 'service', 'bilang', 'kualitas', 'tetap', 'bagus', 'enggak', 'rasa', 'salah', 'sila', 'cek', 'ulas', 'customer', 'semua', 'komennya', 'sama', 'batch', 'produk', 'akhir', 'viscosity', 'ubah', 'jadi', 'encer', 'mending', 'enggak', 'usah', 'beli', 'thanks', 'rugi']",fyi sekarang face wash avoskin ubah viscosity jadi tumpah kalau enggak mau sabun tumpah enggak usah beli niat baik brand luar mana jual barang tumpah percaya diri nya customer service bilang kualitas tetap bagus enggak rasa salah sila cek ulas customer semua komennya sama batch produk akhir viscosity ubah jadi encer mending enggak usah beli thanks rugi,negatif
"baru beli hte lagi setelah vakum beberapa tahun…. ada perubahan dibotolnya yang tadinya kaca menjadi plastik….
paket sampai 5 hari kurang karena pesen di hari jumat sore kesalahan besar saya sih😂
tapi paket datangdengan aman sentosa👍🏻",baru beli hte lagi setelah vakum beberapa tahun ada perubahan dibotolnya yang tadinya kaca menjadi plastik paket sampai hari kurang karena pesen di hari jumat sore kesalahan besar saya sih tapi paket datangdengan aman sentosa,baru beli hte lagi setelah vakum beberapa tahun ada perubahan dibotolnya yang tadinya kaca menjadi plastik paket sampai hari kurang karena pesan di hari jumat sore kesalahan besar saya sih tapi paket datang dengan aman sentosa,"['baru', 'beli', 'hte', 'lagi', 'setelah', 'vakum', 'beberapa', 'tahun', 'ada', 'perubahan', 'dibotolnya', 'yang', 'tadinya', 'kaca', 'menjadi', 'plastik', 'paket', 'sampai', 'hari', 'kurang', 'karena', 'pesan', 'di', 'hari', 'jumat', 'sore', 'kesalahan', 'besar', 'saya', 'sih', 'tapi', 'paket', 'datang', 'dengan', 'aman', 'sentosa']","['baru', 'beli', 'hte', 'vakum', 'beberapa', 'tahun', 'perubahan', 'dibotolnya', 'tadinya', 'kaca', 'menjadi', 'plastik', 'paket', 'hari', 'kurang', 'pesan', 'hari', 'jumat', 'sore', 'kesalahan', 'besar', 'sih', 'paket', 'datang', 'aman', 'sentosa']","['baru', 'beli', 'hte', 'vakum', 'beberapa', 'tahun', 'ubah', 'botol', 'tadi', 'kaca', 'jadi', 'plastik', 'paket', 'hari', 'kurang', 'pesan', 'hari', 'jumat', 'sore', 'salah', 'besar', 'sih', 'paket', 'datang', 'aman', 'sentosa']",baru beli hte vakum beberapa tahun ubah botol tadi kaca jadi plastik paket hari kurang pesan hari jumat sore salah besar sih paket datang aman sentosa,positif
"ok, barang dah sampe. exp date 06/25. semoga cocok👍",ok barang dah sampe exp date semoga cocok,ok barang deh sampai exp date semoga cocok,"['ok', 'barang', 'deh', 'sampai', 'exp', 'date', 'semoga', 'cocok']","['barang', 'deh', 'exp', 'date', 'semoga', 'cocok']","['barang', 'deh', 'exp', 'date', 'moga', 'cocok']",barang deh exp date moga cocok,positif
akhirnya sampai jugaaa😍packingan oke dan semoga cocok,akhirnya sampai jugaaa packingan oke dan semoga cocok,akhirnya sampai juga packingan oke dan semoga cocok,"['akhirnya', 'sampai', 'juga', 'packingan', 'oke', 'dan', 'semoga', 'cocok']","['akhirnya', 'packingan', 'oke', 'semoga', 'cocok']","['akhir', 'packingan', 'oke', 'moga', 'cocok']",akhir packingan oke moga cocok,positif
"akan dicoba.. semoga cocok 🫶🏻
terima kasih bonusnya 🩷",akan dicoba semoga cocok terima kasih bonusnya,akan dicoba semoga cocok terima kasih bonusnya,"['akan', 'dicoba', 'semoga', 'cocok', 'terima', 'kasih', 'bonusnya']","['dicoba', 'semoga', 'cocok', 'terima', 'kasih', 'bonusnya']","['coba', 'moga', 'cocok', 'terima', 'kasih', 'bonus']",coba moga cocok terima kasih bonus,positif
kecil kecil cabe rawit,kecil kecil cabe rawit,kecil kecil cabe rawit,"['kecil', 'kecil', 'cabe', 'rawit']","['kecil', 'kecil', 'cabe', 'rawit']","['kecil', 'kecil', 'cabe', 'rawit']",kecil kecil cabe rawit,netral
barangnya sampe dengan aman tanpa rusak. semoga kulitku cocok,barangnya sampe dengan aman tanpa rusak semoga kulitku cocok,barangnya sampai dengan aman tanpa rusak semoga kulitku cocok,"['barangnya', 'sampai', 'dengan', 'aman', 'tanpa', 'rusak', 'semoga', 'kulitku', 'cocok']","['barangnya', 'aman', 'tanpa', 'rusak', 'semoga', 'kulitku', 'cocok']","['barang', 'aman', 'tanpa', 'rusak', 'moga', 'kulit', 'cocok']",barang aman tanpa rusak moga kulit cocok,positif
aman,aman,aman,['aman'],['aman'],['aman'],aman,positif
packing sekeren ini untuk barang sekecil ini .. mantap dah .. terharu sayaa 🥹🥹 .. produk baguusss .. sbelumnya beli di store di mall.. ini pas males keluar blanja karna hidup sedang penuh dg kerjaan laporan kantor hehehe 😝,packing sekeren ini untuk barang sekecil ini mantap dah terharu sayaa produk baguusss sbelumnya beli di store di mall ini pas males keluar blanja karna hidup sedang penuh dg kerjaan laporan kantor,packing sekeren ini untuk barang sekecil ini mantap deh terharu saya produk bagus sebelumnya beli di store di mall ini pas malas keluar belanja karena hidup sedang penuh dengan pekerjaan laporan kantor,"['packing', 'sekeren', 'ini', 'untuk', 'barang', 'sekecil', 'ini', 'mantap', 'deh', 'terharu', 'saya', 'produk', 'bagus', 'sebelumnya', 'beli', 'di', 'store', 'di', 'mall', 'ini', 'pas', 'malas', 'keluar', 'belanja', 'karena', 'hidup', 'sedang', 'penuh', 'dengan', 'pekerjaan', 'laporan', 'kantor']","['packing', 'sekeren', 'barang', 'sekecil', 'mantap', 'deh', 'terharu', 'produk', 'bagus', 'sebelumnya', 'beli', 'store', 'mall', 'pas', 'malas', 'keluar', 'belanja', 'hidup', 'sedang', 'penuh', 'pekerjaan', 'laporan', 'kantor']","['packing', 'keren', 'barang', 'kecil', 'mantap', 'deh', 'haru', 'produk', 'bagus', 'belum', 'beli', 'store', 'mall', 'pas', 'malas', 'keluar', 'belanja', 'hidup', 'sedang', 'penuh', 'kerja', 'lapor', 'kantor']",packing keren barang kecil mantap deh haru produk bagus belum beli store mall pas malas keluar belanja hidup sedang penuh kerja lapor kantor,positif
