case_folding,cleaned,normalization,tokenize,remove_stopwords,text_string_lemma,sentimen
bagus baguuuussssss tipe kulitku normal,bagus baguuuussssss tipe kulitku normal,bagus baguuuussssss tipe kulitku normal,"['bagus', 'baguuuussssss', 'tipe', 'kulitku', 'normal']","['bagus', 'baguuuussssss', 'tipe', 'kulitku', 'normal']",bagus baguuuussssss tipe kulitku normal,positif
barang telah diterjma dengan selamat. tanpa adanya kebocoran. expired date aman. mendapatkan bubble wrap lumayan tebal. mantap.,barang telah diterjma dengan selamat tanpa adanya kebocoran expired date aman mendapatkan bubble wrap lumayan tebal mantap,barang telah diterjma dengan selamat tanpa adanya kebocoran expired date aman mendapatkan bubble wrap lumayan tebal mantap,"['barang', 'telah', 'diterjma', 'dengan', 'selamat', 'tanpa', 'adanya', 'kebocoran', 'expired', 'date', 'aman', 'mendapatkan', 'bubble', 'wrap', 'lumayan', 'tebal', 'mantap']","['barang', 'diterjma', 'selamat', 'adanya', 'kebocoran', 'expired', 'date', 'aman', 'mendapatkan', 'bubble', 'wrap', 'lumayan', 'tebal', 'mantap']",barang diterjma selamat adanya kebocoran expired date aman mendapatkan bubble wrap lumayan tebal mantap,positif
"tipe kulitku kombinasi, ini oke banget sih dengan harga segini dan melembabkan buat kulitku yv kombinasi dan sensitif, bakal repurchase lg, thanks!",tipe kulitku kombinasi ini oke banget sih dengan harga segini dan melembabkan buat kulitku yv kombinasi dan sensitif bakal repurchase lg thanks,tipe kulitku kombinasi ini oke banget sih dengan harga segini dan melembabkan buat kulitku yv kombinasi dan sensitif bakal repurchase lagi thanks,"['tipe', 'kulitku', 'kombinasi', 'ini', 'oke', 'banget', 'sih', 'dengan', 'harga', 'segini', 'dan', 'melembabkan', 'buat', 'kulitku', 'yv', 'kombinasi', 'dan', 'sensitif', 'bakal', 'repurchase', 'lagi', 'thanks']","['tipe', 'kulitku', 'kombinasi', 'oke', 'banget', 'sih', 'harga', 'segini', 'melembabkan', 'buat', 'kulitku', 'yv', 'kombinasi', 'sensitif', 'bakal', 'repurchase', 'thanks']",tipe kulitku kombinasi oke banget sih harga segini melembabkan buat kulitku yv kombinasi sensitif bakal repurchase thanks,positif
"bahannya ringan, gampang menyerap, semoga cocok",bahannya ringan gampang menyerap semoga cocok,bahannya ringan gampang menyerap semoga cocok,"['bahannya', 'ringan', 'gampang', 'menyerap', 'semoga', 'cocok']","['bahannya', 'ringan', 'gampang', 'menyerap', 'semoga', 'cocok']",bahannya ringan gampang menyerap semoga cocok,positif
"teksturnya unikkkkk!!! tapi aku ga keganggu sama sekali, apalagi untuk wanginya kaya ga ada. semoga cocok aminnn!!!!",teksturnya unikkkkk tapi aku ga keganggu sama sekali apalagi untuk wanginya kaya ga ada semoga cocok aminnn,teksturnya unikkkkk tapi aku enggak keganggu sama sekali apalagi untuk wanginya kayak enggak ada semoga cocok amin,"['teksturnya', 'unikkkkk', 'tapi', 'aku', 'enggak', 'keganggu', 'sama', 'sekali', 'apalagi', 'untuk', 'wanginya', 'kayak', 'enggak', 'ada', 'semoga', 'cocok', 'amin']","['teksturnya', 'unikkkkk', 'aku', 'enggak', 'keganggu', 'sama', 'sekali', 'wanginya', 'kayak', 'enggak', 'semoga', 'cocok', 'amin']",teksturnya unikkkkk aku enggak keganggu sama sekali wanginya kayak enggak semoga cocok amin,positif
"ini moist enak bgt dipakenya, luv bangett😍",ini moist enak bgt dipakenya luv bangett,ini moist enak banget dipakai love banget,"['ini', 'moist', 'enak', 'banget', 'dipakai', 'love', 'banget']","['moist', 'enak', 'banget', 'dipakai', 'love', 'banget']",moist enak banget dipakai love banget,positif
"udah pake merk ini dari lama, enak banget gampang menyerap dan formulasinya cocok",udah pake merk ini dari lama enak banget gampang menyerap dan formulasinya cocok,sudah pakai merk ini dari lama enak banget gampang menyerap dan formulasinya cocok,"['sudah', 'pakai', 'merk', 'ini', 'dari', 'lama', 'enak', 'banget', 'gampang', 'menyerap', 'dan', 'formulasinya', 'cocok']","['pakai', 'merk', 'lama', 'enak', 'banget', 'gampang', 'menyerap', 'formulasinya', 'cocok']",pakai merk lama enak banget gampang menyerap formulasinya cocok,positif
bagus dah,bagus dah,bagus deh,"['bagus', 'deh']","['bagus', 'deh']",bagus deh,positif
"aman sampe di tangan, semoga cocok!🫶🏼",aman sampe di tangan semoga cocok,aman sampai di tangan semoga cocok,"['aman', 'sampai', 'di', 'tangan', 'semoga', 'cocok']","['aman', 'tangan', 'semoga', 'cocok']",aman tangan semoga cocok,positif
"ringan banget teksturnya, cepet meresap, worth the price deh🥰",ringan banget teksturnya cepet meresap worth the price deh,ringan banget teksturnya cepat meresap worth the price deh,"['ringan', 'banget', 'teksturnya', 'cepat', 'meresap', 'worth', 'the', 'price', 'deh']","['ringan', 'banget', 'teksturnya', 'cepat', 'meresap', 'worth', 'the', 'price', 'deh']",ringan banget teksturnya cepat meresap worth the price deh,positif
pengiriman yang baik sehingga pesanan tiba dalam keadaan baik. semoga cocok,pengiriman yang baik sehingga pesanan tiba dalam keadaan baik semoga cocok,pengiriman yang baik sehingga pesanan tiba dalam keadaan baik semoga cocok,"['pengiriman', 'yang', 'baik', 'sehingga', 'pesanan', 'tiba', 'dalam', 'keadaan', 'baik', 'semoga', 'cocok']","['pengiriman', 'baik', 'pesanan', 'tiba', 'keadaan', 'baik', 'semoga', 'cocok']",pengiriman baik pesanan tiba keadaan baik semoga cocok,positif
"tipe kulitku oily acne prone, super bingung kl milih moist dan pingin coba skingame dari kemasan lama dan baru kebeli skrg. sempet make bbrp kali, sangat enak di kulit🥹 semoga cocokkkk! 
thankyou skingame",tipe kulitku oily acne prone super bingung kl milih moist dan pingin coba skingame dari kemasan lama dan baru kebeli skrg sempet make bbrp kali sangat enak di kulit semoga cocokkkk thankyou skingame,tipe kulitku oily acne prone super bingung kalo memilih moist dan pengin coba skingame dari kemasan lama dan baru kebeli sekarang sempat memakai beberapa kali sangat enak di kulit semoga cocok thankyou skingame,"['tipe', 'kulitku', 'oily', 'acne', 'prone', 'super', 'bingung', 'kalo', 'memilih', 'moist', 'dan', 'pengin', 'coba', 'skingame', 'dari', 'kemasan', 'lama', 'dan', 'baru', 'kebeli', 'sekarang', 'sempat', 'memakai', 'beberapa', 'kali', 'sangat', 'enak', 'di', 'kulit', 'semoga', 'cocok', 'thankyou', 'skingame']","['tipe', 'kulitku', 'oily', 'acne', 'prone', 'super', 'bingung', 'kalo', 'memilih', 'moist', 'pengin', 'coba', 'skingame', 'kemasan', 'lama', 'baru', 'kebeli', 'sekarang', 'sempat', 'memakai', 'beberapa', 'kali', 'sangat', 'enak', 'kulit', 'semoga', 'cocok', 'thankyou', 'skingame']",tipe kulitku oily acne prone super bingung kalo memilih moist pengin coba skingame kemasan lama baru kebeli sekarang sempat memakai beberapa kali sangat enak kulit semoga cocok thankyou skingame,positif
masalah kulitku jerawat,masalah kulitku jerawat,masalah kulitku jerawat,"['masalah', 'kulitku', 'jerawat']","['masalah', 'kulitku', 'jerawat']",masalah kulitku jerawat,negatif
tipe kulitku berminyak dan moisturizer nya itu watery jadi cocok banget,tipe kulitku berminyak dan moisturizer nya itu watery jadi cocok banget,tipe kulitku berminyak dan moisturizer nya itu watery jadi cocok banget,"['tipe', 'kulitku', 'berminyak', 'dan', 'moisturizer', 'nya', 'itu', 'watery', 'jadi', 'cocok', 'banget']","['tipe', 'kulitku', 'berminyak', 'moisturizer', 'nya', 'watery', 'jadi', 'cocok', 'banget']",tipe kulitku berminyak moisturizer nya watery jadi cocok banget,positif
mantapppp,mantapppp,mantap,['mantap'],['mantap'],mantap,positif
"tipe kulitku kombinasi, pertama pemakaian langsung terasa lembab tapi gak too much.",tipe kulitku kombinasi pertama pemakaian langsung terasa lembab tapi gak too much,tipe kulitku kombinasi pertama pemakaian langsung terasa lembab tapi enggak too much,"['tipe', 'kulitku', 'kombinasi', 'pertama', 'pemakaian', 'langsung', 'terasa', 'lembab', 'tapi', 'enggak', 'too', 'much']","['tipe', 'kulitku', 'kombinasi', 'pertama', 'pemakaian', 'langsung', 'terasa', 'lembab', 'enggak', 'too', 'much']",tipe kulitku kombinasi pertama pemakaian langsung terasa lembab enggak too much,negatif
"tipe kulitku berminyak masalah kulitku jerawat
blm dicoba, semoga cocok",tipe kulitku berminyak masalah kulitku jerawat blm dicoba semoga cocok,tipe kulitku berminyak masalah kulitku jerawat belum dicoba semoga cocok,"['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'belum', 'dicoba', 'semoga', 'cocok']","['tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'dicoba', 'semoga', 'cocok']",tipe kulitku berminyak masalah kulitku jerawat dicoba semoga cocok,negatif
"bagus, ringan, cepet nyerap, bikin lembab, dan skrng botol nya udah baru juga",bagus ringan cepet nyerap bikin lembab dan skrng botol nya udah baru juga,bagus ringan cepat nyerap bikin lembab dan sekarang botol nya sudah baru juga,"['bagus', 'ringan', 'cepat', 'nyerap', 'bikin', 'lembab', 'dan', 'sekarang', 'botol', 'nya', 'sudah', 'baru', 'juga']","['bagus', 'ringan', 'cepat', 'nyerap', 'bikin', 'lembab', 'sekarang', 'botol', 'nya', 'baru']",bagus ringan cepat nyerap bikin lembab sekarang botol nya baru,positif
aaaaaa tekstur nya enak banget kyk nya bakal beli lagi deh. tapi 100ml gaa abis abis sih ini🫢,aaaaaa tekstur nya enak banget kyk nya bakal beli lagi deh tapi ml gaa abis abis sih ini,aaaaaa tekstur nya enak banget kayak nya bakal beli lagi deh tapi ml enggak habis habis sih ini,"['aaaaaa', 'tekstur', 'nya', 'enak', 'banget', 'kayak', 'nya', 'bakal', 'beli', 'lagi', 'deh', 'tapi', 'ml', 'enggak', 'habis', 'habis', 'sih', 'ini']","['aaaaaa', 'tekstur', 'nya', 'enak', 'banget', 'kayak', 'nya', 'bakal', 'beli', 'deh', 'ml', 'enggak', 'habis', 'habis', 'sih']",aaaaaa tekstur nya enak banget kayak nya bakal beli deh ml enggak habis habis sih,positif
"tipe kulitku kombinasi masalah kulitku kerutan dan udah aku pakai si tadi malem, aku kaget karena tekstur nya enak banget di muka aku.. kayaknya next bakal aku pake terus deh wkwkw",tipe kulitku kombinasi masalah kulitku kerutan dan udah aku pakai si tadi malem aku kaget karena tekstur nya enak banget di muka aku kayaknya next bakal aku pake terus deh,tipe kulitku kombinasi masalah kulitku kerutan dan sudah aku pakai sih tadi malam aku kaget karena tekstur nya enak banget di muka aku kayaknya next bakal aku pakai terus deh,"['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'dan', 'sudah', 'aku', 'pakai', 'sih', 'tadi', 'malam', 'aku', 'kaget', 'karena', 'tekstur', 'nya', 'enak', 'banget', 'di', 'muka', 'aku', 'kayaknya', 'next', 'bakal', 'aku', 'pakai', 'terus', 'deh']","['tipe', 'kulitku', 'kombinasi', 'masalah', 'kulitku', 'kerutan', 'aku', 'pakai', 'sih', 'tadi', 'malam', 'aku', 'kaget', 'tekstur', 'nya', 'enak', 'banget', 'muka', 'aku', 'kayaknya', 'next', 'bakal', 'aku', 'pakai', 'terus', 'deh']",tipe kulitku kombinasi masalah kulitku kerutan aku pakai sih tadi malam aku kaget tekstur nya enak banget muka aku kayaknya next bakal aku pakai terus deh,positif
"yey udah sampee, dapet murcee 24rb an ajaahh yey makasih yaahh",yey udah sampee dapet murcee rb an ajaahh yey makasih yaahh,yey sudah sampai dapat murcee ribu an ajaahh yey terima kasih ya,"['yey', 'sudah', 'sampai', 'dapat', 'murcee', 'ribu', 'an', 'ajaahh', 'yey', 'terima', 'kasih', 'ya']","['yey', 'murcee', 'ribu', 'an', 'ajaahh', 'yey', 'terima', 'kasih']",yey murcee ribu an ajaahh yey terima kasih,positif
barangnya sudah sampaiiii. kalau hasilnya memuaskan nanti aku kasih bintang 5 hhehehehr,barangnya sudah sampaiiii kalau hasilnya memuaskan nanti aku kasih bintang hhehehehr,barangnya sudah sampaiiii kalau hasilnya memuaskan nanti aku kasih bintang hhehehehr,"['barangnya', 'sudah', 'sampaiiii', 'kalau', 'hasilnya', 'memuaskan', 'nanti', 'aku', 'kasih', 'bintang', 'hhehehehr']","['barangnya', 'sampaiiii', 'kalau', 'hasilnya', 'memuaskan', 'aku', 'kasih', 'bintang', 'hhehehehr']",barangnya sampaiiii kalau hasilnya memuaskan aku kasih bintang hhehehehr,negatif
"cocok di aku, teksturnya lembut, ngaruh banget buat kulit aku yang sensitif",cocok di aku teksturnya lembut ngaruh banget buat kulit aku yang sensitif,cocok di aku teksturnya lembut ngaruh banget buat kulit aku yang sensitif,"['cocok', 'di', 'aku', 'teksturnya', 'lembut', 'ngaruh', 'banget', 'buat', 'kulit', 'aku', 'yang', 'sensitif']","['cocok', 'aku', 'teksturnya', 'lembut', 'ngaruh', 'banget', 'buat', 'kulit', 'aku', 'sensitif']",cocok aku teksturnya lembut ngaruh banget buat kulit aku sensitif,positif
"udah sering pake ini, cocok banget pokoknya",udah sering pake ini cocok banget pokoknya,sudah sering pakai ini cocok banget pokoknya,"['sudah', 'sering', 'pakai', 'ini', 'cocok', 'banget', 'pokoknya']","['sering', 'pakai', 'cocok', 'banget', 'pokoknya']",sering pakai cocok banget pokoknya,positif
tipe kulitku berminyak jadi oke bgt,tipe kulitku berminyak jadi oke bgt,tipe kulitku berminyak jadi oke banget,"['tipe', 'kulitku', 'berminyak', 'jadi', 'oke', 'banget']","['tipe', 'kulitku', 'berminyak', 'jadi', 'oke', 'banget']",tipe kulitku berminyak jadi oke banget,positif
"wishlist perskinkeran aku ya skingame moist nya ini! smoga cocok ya, lumayan murah juga dpt yg besar pas diskon 2.2 pluss cashback hehehee mantapppp  tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar",wishlist perskinkeran aku ya skingame moist nya ini smoga cocok ya lumayan murah juga dpt yg besar pas diskon pluss cashback hehehee mantapppp tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,wishlist perskinkeran aku ya skingame moist nya ini semoga cocok ya lumayan murah juga dapat yang besar pas diskon pluss cashback hehehee mantap tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,"['wishlist', 'perskinkeran', 'aku', 'ya', 'skingame', 'moist', 'nya', 'ini', 'semoga', 'cocok', 'ya', 'lumayan', 'murah', 'juga', 'dapat', 'yang', 'besar', 'pas', 'diskon', 'pluss', 'cashback', 'hehehee', 'mantap', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']","['wishlist', 'perskinkeran', 'aku', 'skingame', 'moist', 'nya', 'semoga', 'cocok', 'lumayan', 'murah', 'besar', 'pas', 'diskon', 'pluss', 'cashback', 'hehehee', 'mantap', 'tipe', 'kulitku', 'berminyak', 'masalah', 'kulitku', 'jerawat', 'masalah', 'kulitku', 'pori', 'besar']",wishlist perskinkeran aku skingame moist nya semoga cocok lumayan murah besar pas diskon pluss cashback hehehee mantap tipe kulitku berminyak masalah kulitku jerawat masalah kulitku pori besar,negatif
bissmillah semoga cocok dikulitkuu 🩵🩵🩵,bissmillah semoga cocok dikulitkuu,bissmillah semoga cocok dikulitkuu,"['bissmillah', 'semoga', 'cocok', 'dikulitkuu']","['bissmillah', 'semoga', 'cocok', 'dikulitkuu']",bissmillah semoga cocok dikulitkuu,positif
semoga cepat dalam merendakan jerawat yang meradang dan klw bisa ga meninggalkan bekas. amin,semoga cepat dalam merendakan jerawat yang meradang dan klw bisa ga meninggalkan bekas amin,semoga cepat dalam merendakan jerawat yang meradang dan kalau bisa enggak meninggalkan bekas amin,"['semoga', 'cepat', 'dalam', 'merendakan', 'jerawat', 'yang', 'meradang', 'dan', 'kalau', 'bisa', 'enggak', 'meninggalkan', 'bekas', 'amin']","['semoga', 'cepat', 'merendakan', 'jerawat', 'meradang', 'kalau', 'enggak', 'meninggalkan', 'bekas', 'amin']",semoga cepat merendakan jerawat meradang kalau enggak meninggalkan bekas amin,positif
